sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3202954,1,1,2,1,2014-12-13 10:09:24,2014-12-13 10:11:40,2.27,0.4636,12.27,27.3,3,1,3,1,3,,8.62,1,0,0,0,0,HOME,OTHER
3202954,1,2,2,2,2014-12-13 10:20:17,2014-12-13 10:31:26,11.15,1.545,8.31,29.8,3,2,"3,1",2,"1,3",29.273263,79.0,1,0,0,0,0,OTHER,OTHER
3202954,1,3,2,3,2014-12-13 11:50:26,2014-12-13 12:01:38,11.2,1.5339,8.22,40.4,3,2,"1,3",2,"1,3",56.157308,1308.85,1,0,0,0,0,OTHER,HOME
3202954,1,4,3,1,2014-12-14 09:50:29,2014-12-14 10:02:47,12.3,3.8174,18.62,36.7,3,1,3,1,3,46.091963,82.73,1,0,0,0,0,HOME,OTHER
3202954,1,5,3,2,2014-12-14 11:25:31,2014-12-14 11:43:34,18.05,3.8785,12.89,39.8,3,2,"3,1",2,"1,3",3.640552,39.12,1,0,0,0,0,OTHER,OTHER
3202954,1,6,3,3,2014-12-14 12:22:41,2014-12-14 12:26:59,4.3,1.3448,18.76,33.6,3,1,3,1,3,133.816282,0.0,1,0,0,0,0,OTHER,HOME
