sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3237480,2,1,1,1,2014-12-04 06:45:23,2014-12-04 06:53:49,8.43,5.5252,39.31,70.8,3,1,3,1,3,,18.22,1,0,0,0,0,HOME,OTHER
3237480,2,2,1,2,2014-12-04 07:12:02,2014-12-04 07:28:44,16.7,11.1971,40.23,77.7,3,1,3,1,3,21.842414,532.6,1,0,0,0,0,OTHER,OTHER
3237480,2,3,1,3,2014-12-04 16:21:20,2014-12-04 16:47:48,26.47,16.3154,36.99,69.6,3,1,3,1,3,3126.504637,830.63,1,0,0,0,0,OTHER,HOME
3237480,2,4,2,1,2014-12-05 06:38:26,2014-12-05 06:44:16,5.83,3.3254,34.2,52.8,3,1,3,1,3,2044.363422,23.87,1,0,0,0,0,OTHER,OTHER
3237480,2,5,2,2,2014-12-05 07:08:08,2014-12-05 07:26:47,18.65,13.2568,42.65,73.9,3,1,3,1,3,101.543564,529.23,1,0,0,0,0,OTHER,OTHER
3237480,2,6,2,3,2014-12-05 16:16:01,2014-12-05 16:21:53,5.87,2.1915,22.41,46.0,3,1,3,1,3,2788.365806,29.23,1,0,0,0,0,OTHER,OTHER
3237480,2,7,2,4,2014-12-05 16:51:07,2014-12-05 17:19:32,28.42,14.2734,30.14,73.3,3,1,3,1,3,15.7156,1054.5,1,0,0,0,0,OTHER,HOME
3237480,2,8,3,1,2014-12-06 10:54:02,2014-12-06 11:03:51,9.82,4.6063,28.15,60.3,3,1,3,1,3,833.379633,0.18,1,0,0,0,0,HOME,OTHER
3237480,2,9,3,2,2014-12-06 11:04:02,2014-12-06 11:10:29,6.45,1.5226,14.16,48.5,3,1,3,1,3,15.717106,23.3,1,0,0,0,0,OTHER,OTHER
3237480,2,10,3,3,2014-12-06 11:33:47,2014-12-06 12:01:34,27.78,15.8532,34.24,74.6,3,1,3,1,3,12.37507,0.9,1,0,0,0,0,OTHER,OTHER
3237480,2,11,3,4,2014-12-06 12:02:28,2014-12-06 12:04:57,2.48,0.6144,14.85,37.9,3,1,3,1,3,7.280975,74.28,1,0,0,0,0,OTHER,OTHER
3237480,2,12,3,5,2014-12-06 13:19:14,2014-12-06 13:42:08,22.9,12.9187,33.85,79.5,3,1,3,1,3,7.856649,29.68,1,0,0,0,0,OTHER,OTHER
3237480,2,13,3,6,2014-12-06 14:11:49,2014-12-06 14:24:19,12.5,5.9682,28.65,72.7,3,1,3,1,3,6.942706,333.6,1,0,0,0,0,OTHER,HOME
3237480,2,14,3,7,2014-12-06 19:57:55,2014-12-06 20:21:15,23.33,18.5517,47.7,77.7,3,1,3,1,3,25.313019,33.48,1,0,0,0,0,HOME,OTHER
3237480,2,15,3,8,2014-12-06 20:54:44,2014-12-06 21:12:22,17.63,13.9538,47.48,73.3,3,1,3,1,3,23.372355,13.1,1,0,0,0,0,OTHER,OTHER
3237480,2,16,3,9,2014-12-06 21:25:28,2014-12-06 21:35:14,9.77,5.7145,35.11,73.3,3,1,3,1,3,11.314185,0.0,1,0,0,0,0,OTHER,HOME
