sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3204480,1,1,1,1,2014-12-16 06:22:59,2014-12-16 06:42:36,19.62,16.7578,51.26,78.9,3,1,3,1,3,,2.15,1,0,0,0,0,HOME,OTHER
3204480,1,2,1,2,2014-12-16 06:44:45,2014-12-16 06:45:51,1.1,0.2619,14.28,28.0,3,1,3,1,3,57.378153,2.32,1,0,0,0,0,OTHER,OTHER
3204480,1,3,1,3,2014-12-16 06:48:10,2014-12-16 06:52:46,4.6,1.392,18.16,52.8,3,2,"3,1",2,"1,3",44.832745,577.45,1,0,0,0,0,OTHER,WORK
3204480,1,4,1,4,2014-12-16 16:30:13,2014-12-16 16:35:51,5.63,1.4589,15.54,59.0,3,2,"1,3",2,"1,3",8.847598,3.22,1,0,0,0,0,WORK,OTHER
3204480,1,5,1,5,2014-12-16 16:39:04,2014-12-16 16:55:41,16.62,5.9678,21.55,55.3,3,1,3,1,3,29.715478,4.28,1,0,0,0,0,OTHER,OTHER
3204480,1,6,1,6,2014-12-16 16:59:58,2014-12-16 17:23:18,23.33,14.254,36.65,77.0,3,1,3,1,3,35.576025,5.65,1,0,0,0,0,OTHER,OTHER
3204480,1,7,1,7,2014-12-16 17:28:57,2014-12-16 17:29:39,0.7,0.041,3.51,2.5,1,1,1,1,1,26.15902,225.77,1,0,0,0,0,OTHER,OTHER
3204480,1,8,1,8,2014-12-16 21:15:25,2014-12-16 21:25:26,10.02,5.2105,31.21,72.1,3,2,"3,1",2,"1,3",8414.353477,11.2,1,0,0,0,0,OTHER,OTHER
3204480,1,9,1,9,2014-12-16 21:36:38,2014-12-16 21:45:41,9.05,4.1265,27.36,52.2,3,1,3,1,3,33.94313,528.25,1,0,0,0,0,OTHER,HOME
3204480,1,10,2,1,2014-12-17 06:33:56,2014-12-17 06:57:17,23.35,15.3281,39.39,77.0,3,2,"3,1",2,"1,3",12584.042475,473.73,1,0,0,0,0,OTHER,WORK
3204480,1,11,2,2,2014-12-17 14:51:01,2014-12-17 14:53:31,2.5,0.111,2.66,3.7,1,1,1,1,1,36.405322,3.8,1,0,0,0,0,WORK,WORK
3204480,1,12,2,3,2014-12-17 14:57:19,2014-12-17 15:00:04,2.75,0.1193,2.6,3.1,1,1,1,1,1,14.055611,89.83,1,0,0,0,0,WORK,WORK
3204480,1,13,2,4,2014-12-17 16:29:54,2014-12-17 17:06:27,36.55,22.8109,37.45,75.8,3,2,"1,3",2,"1,3",32.184732,44.87,1,0,0,0,0,WORK,OTHER
3204480,1,14,2,5,2014-12-17 17:51:19,2014-12-17 17:59:30,8.18,2.4991,18.32,48.5,3,1,3,1,3,27.580304,56.9,1,0,0,0,0,OTHER,OTHER
3204480,1,15,2,6,2014-12-17 18:56:24,2014-12-17 19:04:54,8.5,4.1291,29.15,51.0,3,1,3,1,3,9.587947,19.05,1,0,0,0,0,OTHER,HOME
3204480,1,16,2,7,2014-12-17 19:23:57,2014-12-17 19:31:51,7.9,1.4835,11.27,38.5,3,1,3,1,3,11.822842,11.53,1,0,0,0,0,HOME,OTHER
3204480,1,17,2,8,2014-12-17 19:43:23,2014-12-17 19:47:41,4.3,1.1623,16.22,40.4,3,1,3,1,3,26.15969,642.35,1,0,0,0,0,OTHER,HOME
3204480,1,18,3,1,2014-12-18 06:30:02,2014-12-18 06:54:06,24.07,16.7365,41.73,76.4,3,2,"3,1",2,"1,3",5238.869474,575.85,1,0,0,0,0,OTHER,WORK
3204480,1,19,3,2,2014-12-18 16:29:57,2014-12-18 17:06:41,36.73,22.7934,37.23,78.3,3,2,"1,3",2,"1,3",18.740867,35.98,1,0,0,0,0,WORK,OTHER
3204480,1,20,3,3,2014-12-18 17:42:40,2014-12-18 17:51:10,8.5,2.4924,17.59,47.2,3,1,3,1,3,15.220627,24.88,1,0,0,0,0,OTHER,OTHER
3204480,1,21,3,4,2014-12-18 18:16:03,2014-12-18 18:25:52,9.82,2.7265,16.66,44.1,3,1,3,1,3,5.913302,1.15,1,0,0,0,0,OTHER,OTHER
3204480,1,22,3,5,2014-12-18 18:27:01,2014-12-18 18:36:01,9.0,1.6863,11.24,44.1,3,1,3,1,3,70.37664,0.0,1,0,0,0,0,OTHER,HOME
