"Mean speed","Median speed","Interquatile range of the speeds","11st Percentile of speed","1010th Percentile of speed","2525th Percentile of speed","7575th Percentile of speed","9090th Percentile of speed","9999th Percentile of speed","Mean acceleration","Median acceleration","Min acceleration","Max acceleration","11st Percentile of acceleration","1010th Percentile of acceleration","2525th Percentile of acceleration","7575th Percentile of acceleration","9090th Percentile of acceleration","9999th Percentile of acceleration"
2.834375802,2.78704659427,0.650661000113,1.69806560236,2.21291798481,2.47383063203,3.12449163214,3.53733644046,4.50690039905,-0.0128644089223,-0.00420936071241,-2.13629724032,3.18397359365,-0.675062512931,-0.217586597518,-0.0875182418404,0.0735255878824,0.184781894765,0.582076354704
2.83036348081,3.04551873115,1.88121852818,0.496239567075,1.16495318749,1.62100556758,3.50222409575,4.0815991946,5.91675322704,-0.0476115894816,-0.00871935152696,-7.24042842943,6.20346678054,-2.93194327321,-0.466549481034,-0.145797990247,0.102116063585,0.323079477164,1.8772703523
2.23017771825,1.8375792331,2.12727652123,0.0873026718603,0.44894844443,0.994841219202,3.12211774043,4.1153051552,6.84354722438,-0.210251238065,0.0,-6.57424237573,2.19368634781,-3.79216375235,-1.29067211516,-0.48629925625,0.203482799601,0.660088758432,1.71487046367
3.3117296023,3.28013651131,0.621262486008,1.50787955387,2.50412077858,2.95597334885,3.57723583485,4.04490018751,5.12349884603,-0.0344496232931,-0.00535368670975,-23.1837505868,10.7282360897,-1.00361188795,-0.344770933377,-0.15607851393,0.124381241533,0.294121528946,0.907074788385
2.5760103144,2.53637966403,0.937884274868,0.784413580135,1.6261649786,2.02944357483,2.9673278497,3.52894232403,5.28718192733,-0.0218516432142,-0.00788833086483,-3.87233038953,4.38151806674,-1.29898600503,-0.192850965392,-0.0785111504465,0.06390878477,0.157899067045,0.955951834927
3.18972715595,3.21161388126,0.825402355066,1.16721601271,2.27953601855,2.75724150956,3.58264386462,3.99963376734,5.07109801263,-0.0626208169911,-0.0042968830163,-5.16975553949,6.70301556922,-1.51571558002,-0.669067564413,-0.310634364957,0.251500017491,0.454156144647,0.985883758928
3.05053109124,3.14484406269,0.777815327252,0.966965588841,2.10327205326,2.69344421797,3.47125954523,3.79407666118,5.06142976895,-0.0563012630825,0.0022194148951,-5.18586926632,2.62764008896,-1.28609726056,-0.588474969528,-0.269360483171,0.201518439071,0.387453335286,0.768600412376
2.78679588316,2.83963623096,0.869352777173,1.18716080995,1.79219186147,2.36392520921,3.23327798638,3.59814465775,4.41566361621,-0.0418688970449,-0.00739923038067,-2.60370511379,0.949365268539,-1.01597572046,-0.429039665302,-0.193575668726,0.151259483356,0.306380844674,0.654531609087
3.39862852223,3.35637097424,0.67247860711,2.01201538148,2.6871668179,3.07003558832,3.74251419543,4.13013308672,4.93923369739,-0.0524191921592,-0.0297879138655,-4.21221043397,2.36626746926,-1.425402273,-0.623003286217,-0.319823210005,0.256540489468,0.485805578279,0.88801798133
3.32853899195,3.25729352561,0.51289489483,2.26970967329,2.79250001965,3.02024740741,3.53314230224,3.96761947683,5.20824091752,-0.0226695549526,-2.88035678309e-07,-1.83241846932,2.15062639611,-0.84496396857,-0.306340177164,-0.133514773797,0.112390333685,0.233423664686,0.616906211226
3.26574992521,3.29925799191,0.605023310659,0.685366389125,2.55375987769,3.00659522643,3.61161853709,3.95378559078,4.60505609287,-0.0532533723639,-0.0136821030189,-2.43611837882,1.09309740653,-1.22680196909,-0.596796727328,-0.277680559744,0.226267163644,0.418091865669,0.787383004379
3.53761146465,3.48197133866,0.709775722233,2.03857733743,2.85351253827,3.15570697292,3.86548269515,4.28639541614,5.2622922421,-0.0373890962832,-0.00956441144205,-3.98369486823,4.15131861269,-1.33712772029,-0.625376315641,-0.311036416789,0.262991115946,0.470198806369,1.10560737766
2.97634529552,3.01403766144,0.630628700863,1.38551177878,2.3649170341,2.65291409786,3.28354279872,3.59906899492,4.35368444185,-0.0329152425401,-0.00100906558904,-1.43218954467,1.17892561474,-0.960967939872,-0.399822045658,-0.159421355804,0.136637899389,0.280282495215,0.56449300259
3.4130139384,3.38677378175,0.695208650722,1.49378813083,2.68326946445,3.07510067095,3.77030932167,4.15793575238,5.07334701421,-0.0376187899306,-0.00922425878871,-2.85021511072,3.79688001827,-1.04587782952,-0.583597313867,-0.283132591355,0.224649114475,0.435767665171,0.901809166397
3.8620671669,3.73164797299,0.829626037346,2.24973283629,3.04962644749,3.34658428476,4.17621032211,4.76947977379,7.17896414088,-0.0381364974755,-0.0100389765774,-7.6853625741,7.03751789045,-3.14778658044,-0.887018225185,-0.42635876135,0.383468591684,0.756755262734,2.64140832401
3.32110070015,3.27221283464,0.538564361614,2.26163858688,2.75228618463,3.03626566847,3.57483003009,3.92867304467,4.77613332622,-0.0369597993953,-7.86031697064e-07,-4.9333133972,5.32493905991,-1.18305011204,-0.536179340394,-0.265486833934,0.202825585351,0.408329825239,0.981397482625
3.14745309013,3.14316303137,0.545773395963,2.1715164507,2.60894300772,2.87171758544,3.4174909814,3.67785755016,4.170852394,-0.0465955923208,-8.1410117337e-05,-1.67141828524,0.778666103763,-0.922405467121,-0.509490389375,-0.249537035159,0.186200082692,0.345097143546,0.615232438884
3.09068034598,3.08342627683,0.626128721254,1.83429454343,2.44004804626,2.76063609937,3.38676482063,3.71883893868,4.87480330089,-0.0430650165012,2.22730292432e-07,-3.14549818946,5.17404067888,-0.998891721099,-0.490191556763,-0.228942313586,0.167898248119,0.327845937282,0.672117803049
