sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3205715,2,1,1,1,2014-12-08 10:42:52,2014-12-08 11:09:40,26.8,15.5322,34.77,73.3,3,1,3,1,3,,1409.1,1,0,0,0,0,HOME,OTHER
3205715,2,2,2,1,2014-12-09 10:38:46,2014-12-09 11:00:49,22.05,15.4334,42.0,80.8,3,1,3,1,3,63626.537807,553.62,1,0,0,0,0,HOME,OTHER
3205715,2,3,2,2,2014-12-09 20:14:26,2014-12-09 20:34:31,20.08,15.1317,45.21,82.0,3,1,3,1,3,3335.776651,847.77,1,0,0,0,0,OTHER,HOME
3205715,2,4,3,1,2014-12-10 10:42:17,2014-12-10 11:09:25,27.13,15.8163,34.97,78.9,3,1,3,1,3,14.052963,519.62,1,0,0,0,0,HOME,OTHER
3205715,2,5,3,2,2014-12-10 19:49:02,2014-12-10 20:09:24,20.37,15.1814,44.72,84.5,3,1,3,1,3,2885.909484,0.0,1,0,0,0,0,OTHER,HOME
