id,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
274,3210054,1,59,3,3,08/01/2015 09:57,08/01/2015 10:08,10.55,2.4656,14.02,44.1,3,1,3,1,3,25.265001,3.48,1,1,0,0,0,OTHER,OTHER
275,3210054,1,60,3,4,08/01/2015 10:11,08/01/2015 10:13,2.3,0.7065,18.43,34.8,3,1,3,1,3,20.240673,3.5,1,1,0,0,0,OTHER,OTHER
276,3210054,1,61,3,5,08/01/2015 10:17,08/01/2015 10:22,5,1.3195,15.83,42.3,3,1,3,1,3,6.933623,2.08,1,1,0,0,0,OTHER,OTHER
277,3210054,1,62,3,6,08/01/2015 10:24,08/01/2015 10:26,1.97,0.5676,17.32,36.7,3,1,3,1,3,16.081312,2.7,1,1,0,0,0,OTHER,OTHER
278,3210054,1,63,3,7,08/01/2015 10:29,08/01/2015 10:36,7.77,2.0534,15.86,42.3,3,1,3,1,3,3.640502,3.82,1,1,0,0,0,OTHER,OTHER
279,3210054,1,64,3,8,08/01/2015 10:40,08/01/2015 10:44,3.53,0.965,16.39,36,3,1,3,1,3,40.154126,3.02,1,1,0,0,0,OTHER,OTHER
280,3210054,1,65,3,9,08/01/2015 10:47,08/01/2015 10:52,5.35,1.8448,20.69,39.8,3,1,3,1,3,56.167898,4.87,1,1,0,0,0,OTHER,OTHER
281,3210054,1,66,3,10,08/01/2015 10:57,08/01/2015 10:59,1.87,0.4206,13.52,33.6,3,1,3,1,3,26.157908,2.23,1,1,0,0,0,OTHER,OTHER
282,3210054,1,67,3,11,08/01/2015 11:01,08/01/2015 11:07,5.38,2.2693,25.29,46,3,1,3,1,3,11.802039,3.17,1,1,0,0,0,OTHER,OTHER
283,3210054,1,68,3,12,08/01/2015 11:10,08/01/2015 11:43,33.22,13.4148,24.23,70.2,3,2,"3,1",2,"1,3",61.769983,22.58,1,1,0,0,0,OTHER,OTHER
284,3210054,1,69,3,13,08/01/2015 12:06,08/01/2015 12:16,10.4,2.5638,14.79,49.1,3,2,"1,3",2,"1,3",4.689157,151,1,0,0,0,0,OTHER,HOME
285,3210054,1,70,3,14,08/01/2015 14:47,08/01/2015 14:51,3.73,0.7043,11.32,37.9,3,1,3,1,3,32.656162,2.63,1,0,0,0,0,HOME,OTHER
286,3210054,1,71,3,15,08/01/2015 14:53,08/01/2015 15:35,41.3,9.2888,13.49,52.8,3,1,3,1,3,35.611412,55.83,1,0,0,0,0,OTHER,OTHER
287,3210054,1,72,3,16,08/01/2015 16:30,08/01/2015 16:31,0.72,0.0246,2.06,1.9,1,1,1,1,1,11.313098,5.18,1,0,0,1,0,OTHER,OTHER
288,3210054,1,73,3,17,08/01/2015 16:36,08/01/2015 17:10,33.67,8.5449,15.23,52.8,3,1,3,1,3,52.982629,1.03,1,0,0,0,0,OTHER,OTHER
289,3210054,1,74,3,18,08/01/2015 17:11,08/01/2015 17:38,27.35,5.9939,13.15,51.6,3,1,3,1,3,29.452993,0.53,1,0,0,0,0,OTHER,OTHER
290,3210054,1,75,3,19,08/01/2015 17:39,08/01/2015 17:52,13.08,4.3245,19.83,51,3,1,3,1,3,18.440334,25.88,1,0,0,0,0,OTHER,HOME
291,3210054,1,76,3,20,08/01/2015 18:18,08/01/2015 18:23,4.68,0.9587,12.28,32.9,3,2,"3,1",2,"1,3",22.627881,6.37,1,0,0,0,0,HOME,OTHER
292,3210054,1,77,3,21,08/01/2015 18:29,08/01/2015 18:35,5.88,1.6674,17,37.3,3,2,"1,3",2,"1,3",92.721457,33.48,1,0,0,0,0,OTHER,OTHER
293,3210054,1,78,3,22,08/01/2015 19:08,08/01/2015 19:10,1.62,0.2406,8.93,16.8,3,1,3,1,3,7.857319,0,1,0,0,0,0,OTHER,OTHER
294,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
295,3210054,2,1,3,1,08/01/2015 14:48,08/01/2015 14:51,3.2,0.5013,9.4,37.9,3,1,3,1,3,,2.53,1,0,0,0,0,WORK,OTHER
296,3210054,2,2,3,2,08/01/2015 14:53,08/01/2015 15:18,24.45,6.3297,15.53,52.8,3,1,3,1,3,28.089916,0.08,1,0,0,0,0,OTHER,OTHER
297,3210054,2,3,3,3,08/01/2015 15:18,08/01/2015 15:35,16.72,2.9566,10.61,36,3,1,3,1,3,14.757678,55.83,1,0,0,0,0,OTHER,OTHER
298,3210054,2,4,3,4,08/01/2015 16:30,08/01/2015 16:32,2.03,0.0342,1.01,1.9,1,1,1,1,1,34.736549,3.17,1,0,0,0,0,OTHER,OTHER
299,3210054,2,5,3,5,08/01/2015 16:36,08/01/2015 17:11,35.55,8.6012,14.52,53.4,3,1,3,1,3,14.562034,1.92,1,0,0,0,0,OTHER,OTHER
300,3210054,2,6,3,6,08/01/2015 17:13,08/01/2015 17:38,25.3,5.9846,14.19,52.2,3,1,3,1,3,9.57933,0.47,1,0,0,0,0,OTHER,OTHER
301,3210054,2,7,3,7,08/01/2015 17:39,08/01/2015 17:52,13.13,4.3321,19.79,51,3,1,3,1,3,18.440334,25.72,1,0,0,0,0,OTHER,HOME
302,3210054,2,8,3,8,08/01/2015 18:18,08/01/2015 18:23,4.87,0.997,12.29,32.9,3,2,"3,1",2,"1,3",33.941821,6.13,1,0,0,0,0,HOME,OTHER
303,3210054,2,9,3,9,08/01/2015 18:29,08/01/2015 18:32,2.92,0.6717,13.82,37.3,3,2,"1,3",2,"1,3",3.640447,0,1,0,0,0,0,OTHER,OTHER
304,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
305,3210054,3,1,1,1,06/01/2015 06:45,06/01/2015 06:53,8.15,2.4653,18.15,46,4,2,"4,1",2,"1,4",,646.28,1,0,0,0,0,WORK,OTHER
306,3210054,3,2,1,2,06/01/2015 17:40,06/01/2015 17:52,12.75,2.5813,12.15,46.6,4,3,"1,4,1",2,"1,4",7.857885,749.57,1,0,0,0,0,OTHER,HOME
307,3210054,3,3,2,1,07/01/2015 06:22,07/01/2015 06:26,4.35,1.9734,27.22,49.7,3,1,3,1,3,2939.979382,3.18,1,0,0,0,0,OTHER,OTHER
308,3210054,3,4,2,2,07/01/2015 06:30,07/01/2015 06:35,5.03,0.6624,7.9,33.6,3,1,3,1,3,18.375507,6.45,1,0,0,0,0,OTHER,WORK
309,3210054,3,5,2,3,07/01/2015 06:41,07/01/2015 06:46,4.98,0.7102,8.55,42.9,3,2,"3,1",2,"1,3",15.715687,676.1,1,0,0,0,0,WORK,OTHER
310,3210054,3,6,2,4,07/01/2015 18:02,07/01/2015 18:25,22.63,7.4564,19.77,59,3,2,"1,3",2,"1,3",37.513247,0.65,1,0,0,0,0,OTHER,OTHER
311,3210054,3,7,2,5,07/01/2015 18:25,07/01/2015 18:43,17.35,4.7526,16.44,51.6,3,1,3,1,3,11.3136,10.18,1,0,0,0,0,OTHER,OTHER
312,3210054,3,8,2,6,07/01/2015 18:53,07/01/2015 18:55,2.32,0.901,23.33,43.5,3,1,3,1,3,122.505596,759.28,1,0,0,0,0,OTHER,HOME
313,3210054,3,9,3,1,08/01/2015 07:35,08/01/2015 07:45,10.12,5.0997,30.25,57.8,3,1,3,1,3,1033.595624,0.37,1,0,0,0,0,WORK,OTHER
314,3210054,3,10,3,2,08/01/2015 07:45,08/01/2015 08:03,17.62,6.0699,20.67,54.1,3,1,3,1,3,18.440334,0.18,1,0,0,0,0,OTHER,OTHER
315,3210054,3,11,3,3,08/01/2015 08:03,08/01/2015 08:19,16.42,6.2026,22.67,59.7,3,1,3,1,3,0,23.38,1,0,0,0,0,OTHER,OTHER
316,3210054,3,12,3,4,08/01/2015 08:43,08/01/2015 08:46,3.35,1.4985,26.84,53.4,3,1,3,1,3,9.378127,0.18,1,0,0,0,0,OTHER,OTHER
317,3210054,3,13,3,5,08/01/2015 08:46,08/01/2015 08:52,5.55,1.6193,17.51,42.9,3,1,3,1,3,11.820039,4.28,1,0,0,0,0,OTHER,OTHER
318,3210054,3,14,3,6,08/01/2015 08:56,08/01/2015 09:01,5.33,1.9429,21.86,47.8,3,1,3,1,3,45.255772,12.6,1,0,0,0,0,OTHER,HOME
319,3210054,3,15,3,7,08/01/2015 09:14,08/01/2015 09:21,6.93,2.6428,22.87,52.8,3,1,3,1,3,22.941575,5.65,1,0,0,0,0,HOME,OTHER
320,3210054,3,16,3,8,08/01/2015 09:27,08/01/2015 09:33,6.3,2.6413,25.16,46.6,3,1,3,1,3,3.640456,230.12,1,0,0,0,0,OTHER,HOME
321,3210054,3,17,3,9,08/01/2015 13:23,08/01/2015 13:26,2.73,0.6342,13.92,34.2,3,1,3,1,3,32.939627,7.48,1,0,0,0,0,HOME,OTHER
322,3210054,3,18,3,10,08/01/2015 13:33,08/01/2015 13:36,2.82,0.7891,16.81,37.3,3,1,3,1,3,13.880504,70.77,1,0,0,0,0,OTHER,HOME
323,3210054,3,19,3,11,08/01/2015 14:47,08/01/2015 14:51,3.9,0.716,11.02,37.9,3,1,3,1,3,29.546136,2.63,1,0,0,0,0,HOME,OTHER
324,3210054,3,20,3,12,08/01/2015 14:53,08/01/2015 15:18,24.5,6.3406,15.53,52.8,3,1,3,1,3,6.940183,0.08,1,0,0,0,0,OTHER,OTHER
325,3210054,3,21,3,13,08/01/2015 15:18,08/01/2015 15:35,16.72,2.9668,10.65,36,3,1,3,1,3,12.354685,0.55,1,0,0,0,0,OTHER,OTHER
326,3210054,3,22,3,14,08/01/2015 15:35,08/01/2015 15:44,9.02,2.1037,14,41,3,1,3,1,3,27.735683,45.45,1,0,0,0,0,OTHER,OTHER
327,3210054,3,23,3,15,08/01/2015 16:30,08/01/2015 17:10,40.38,10.4085,15.46,52.8,3,1,3,1,3,26.976401,1.02,1,0,0,0,0,OTHER,OTHER
328,3210054,3,24,3,16,08/01/2015 17:11,08/01/2015 17:38,27.38,5.99,13.12,52.2,3,1,3,1,3,9.5793,0.47,1,0,0,0,0,OTHER,OTHER
329,3210054,3,25,3,17,08/01/2015 17:39,08/01/2015 17:52,13.13,4.3243,19.76,51,3,1,3,1,3,11.3136,0,1,0,0,0,0,OTHER,HOME
330,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
331,3214018,1,1,1,1,16/12/2014 13:12,16/12/2014 13:41,28.45,14.6085,30.81,70.8,4,1,4,1,4,,63.25,1,0,0,0,0,HOME,OTHER
332,3214018,1,2,1,2,16/12/2014 14:44,16/12/2014 14:59,15.15,5.1206,20.28,49.1,4,1,4,1,4,14.061185,40.17,1,0,0,0,0,OTHER,OTHER
333,3214018,1,3,1,3,16/12/2014 15:39,16/12/2014 16:00,20.77,10.0189,28.95,66.5,4,1,4,1,4,32.184093,171.13,1,0,0,0,0,OTHER,HOME
334,3214018,1,4,1,4,16/12/2014 18:51,16/12/2014 19:09,18.2,11.57,38.14,73.9,4,1,4,1,4,29.718046,80.5,1,0,0,0,0,HOME,OTHER
335,3214018,1,5,1,5,16/12/2014 20:30,16/12/2014 20:33,3.42,0.795,13.96,38.5,4,1,4,1,4,95.649848,29.62,1,0,0,0,0,OTHER,OTHER
336,3214018,1,6,1,6,16/12/2014 21:03,16/12/2014 21:22,19.25,11.6894,36.43,72.1,4,1,4,1,4,25.289976,760.85,1,0,0,0,0,OTHER,HOME
337,3214018,1,7,2,1,17/12/2014 10:03,17/12/2014 10:21,17.55,8.6995,29.74,51,3,1,3,1,3,58.321191,62.28,1,0,0,0,0,HOME,OTHER
338,3214018,1,8,2,2,17/12/2014 11:23,17/12/2014 11:38,14.83,7.3611,29.78,51,3,1,3,1,3,27.552566,55.8,1,0,0,0,0,OTHER,OTHER
339,3214018,1,9,2,3,17/12/2014 12:33,17/12/2014 12:40,6.68,2.4821,22.28,49.7,3,1,3,1,3,26.364344,30.75,1,0,0,0,0,OTHER,OTHER
340,3214018,1,10,2,4,17/12/2014 13:11,17/12/2014 13:28,16.72,5.6004,20.1,52.2,3,1,3,1,3,6.937464,52.28,1,0,0,0,0,OTHER,OTHER
341,3214018,1,11,2,5,17/12/2014 14:20,17/12/2014 14:39,19.38,6.2895,19.47,51.6,3,1,3,1,3,43.655235,68.32,1,0,0,0,0,OTHER,OTHER
342,3214018,1,12,2,6,17/12/2014 15:48,17/12/2014 15:48,0.77,0.0888,6.95,13.7,3,1,3,1,3,52.092073,16.1,1,0,0,1,0,OTHER,OTHER
343,3214018,1,13,2,7,17/12/2014 16:04,17/12/2014 16:21,16.6,7.2524,26.21,55.9,3,1,3,1,3,6.942469,1494.82,1,0,0,0,0,OTHER,HOME
344,3214018,1,14,3,1,18/12/2014 17:16,18/12/2014 17:38,21.9,9.5439,26.15,69.6,3,1,3,1,3,21.710587,71.18,1,0,0,0,0,HOME,OTHER
345,3214018,1,15,3,2,18/12/2014 18:49,18/12/2014 19:04,15.42,6.6887,26.03,54.7,3,1,3,1,3,153.439993,42.68,1,0,0,0,0,OTHER,OTHER
346,3214018,1,16,3,3,18/12/2014 19:47,18/12/2014 19:55,7.83,2.9036,22.24,51.6,3,1,3,1,3,23.41099,0,1,0,0,0,0,OTHER,HOME
347,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
348,3214018,2,1,1,1,16/12/2014 13:12,16/12/2014 13:40,28.05,14.6051,31.24,70.8,3,1,3,1,3,,63.48,1,0,0,0,0,HOME,OTHER
349,3214018,2,2,1,2,16/12/2014 14:44,16/12/2014 14:59,15.18,5.1096,20.19,49.1,3,1,3,1,3,13.872971,40.22,1,0,0,0,0,OTHER,OTHER
350,3214018,2,3,1,3,16/12/2014 15:39,16/12/2014 16:00,20.62,10.0132,29.14,66.5,3,1,3,1,3,18.754303,171.23,1,0,0,0,0,OTHER,HOME
351,3214018,2,4,1,4,16/12/2014 18:51,16/12/2014 19:09,18.2,11.5289,38.01,73.9,3,1,3,1,3,9.381873,80.5,1,0,0,0,0,HOME,OTHER
352,3214018,2,5,1,5,16/12/2014 20:30,16/12/2014 20:33,3.42,0.7759,13.63,38.5,3,1,3,1,3,481.927876,29.62,1,0,0,0,0,OTHER,OTHER
353,3214018,2,6,1,6,16/12/2014 21:03,16/12/2014 21:22,19.25,11.6739,36.39,72.1,3,1,3,1,3,59.656964,760.85,1,0,0,0,0,OTHER,HOME
354,3214018,2,7,2,1,17/12/2014 10:03,17/12/2014 10:21,17.55,8.7101,29.78,51,3,1,3,1,3,39.294406,62.23,1,0,0,0,0,HOME,OTHER
355,3214018,2,8,2,2,17/12/2014 11:23,17/12/2014 11:38,15.48,7.368,28.55,51.6,3,1,3,1,3,26.159357,55.22,1,0,0,0,0,OTHER,OTHER
356,3214018,2,9,2,3,17/12/2014 12:33,17/12/2014 12:40,6.67,2.4774,22.3,49.7,3,1,3,1,3,11.466511,30.75,1,0,0,0,0,OTHER,OTHER
357,3214018,2,10,2,4,17/12/2014 13:11,17/12/2014 13:28,16.73,5.5996,20.08,51.6,3,1,3,1,3,44.083047,52.32,1,0,0,0,0,OTHER,OTHER
358,3214018,2,11,2,5,17/12/2014 14:20,17/12/2014 14:39,19.33,6.2833,19.5,51.6,3,1,3,1,3,12.416762,68.32,1,0,0,0,0,OTHER,OTHER
359,3214018,2,12,2,6,17/12/2014 15:48,17/12/2014 15:48,0.77,0.0984,7.7,13.7,3,1,3,1,3,9.585369,16.1,1,0,0,1,0,OTHER,OTHER
360,3214018,2,13,2,7,17/12/2014 16:04,17/12/2014 16:21,16.55,7.2314,26.22,55.9,3,1,3,1,3,21.704804,460.8,1,0,0,0,0,OTHER,HOME
361,3214018,2,14,2,8,18/12/2014 00:02,18/12/2014 00:20,17.98,13.0179,43.43,75.2,3,1,3,1,3,21.026779,546.85,1,0,0,0,0,HOME,OTHER
362,3214018,2,15,3,1,18/12/2014 09:27,18/12/2014 09:47,19.87,13.1385,39.68,74.6,3,1,3,1,3,18.440395,450.55,1,0,0,0,0,OTHER,HOME
363,3214018,2,16,3,2,18/12/2014 17:17,18/12/2014 17:37,19.5,9.4599,29.11,69.6,3,1,3,1,3,0,72.07,1,0,0,0,0,HOME,OTHER
364,3214018,2,17,3,3,18/12/2014 18:49,18/12/2014 19:04,15.77,6.7092,25.53,54.1,3,1,3,1,3,161.625638,42.63,1,0,0,0,0,OTHER,OTHER
365,3214018,2,18,3,4,18/12/2014 19:47,18/12/2014 19:54,6.77,2.9125,25.82,51.6,3,1,3,1,3,8.87467,0,1,0,0,0,0,OTHER,HOME
366,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
367,3214905,1,1,1,1,02/12/2014 15:55,02/12/2014 15:56,0.9,0.0879,5.86,8.7,3,1,3,1,3,,8.68,1,0,0,1,0,HOME,HOME
368,3214905,1,2,1,2,02/12/2014 16:04,02/12/2014 16:09,4.95,0.505,6.12,34.8,3,1,3,1,3,28.088082,0.37,1,0,0,0,0,HOME,OTHER
369,3214905,1,3,1,3,02/12/2014 16:10,02/12/2014 16:16,6.78,1.5822,14,37.9,3,1,3,1,3,12.361349,1.3,1,0,1,0,1,OTHER,OTHER
370,3214905,1,4,1,4,02/12/2014 16:18,02/12/2014 16:20,2.73,0.4088,8.97,36,3,1,3,1,3,15.208537,4.63,1,0,0,0,0,OTHER,OTHER
371,3214905,1,5,1,5,02/12/2014 16:25,02/12/2014 16:33,8.28,1.479,10.71,42.3,3,1,3,1,3,7.280927,3.7,1,0,0,0,0,OTHER,HOME
372,3214905,1,6,1,6,02/12/2014 16:37,02/12/2014 16:38,0.93,0.0903,5.81,9.9,3,1,3,1,3,84.385387,1218.55,1,0,0,1,0,HOME,HOME
373,3214905,1,7,2,1,03/12/2014 12:57,03/12/2014 13:08,11.52,2.9454,15.34,40.4,3,1,3,1,3,20.990842,4.55,1,0,0,0,0,HOME,OTHER
374,3214905,1,8,2,2,03/12/2014 13:13,03/12/2014 13:17,4.62,1.2789,16.62,32.9,3,1,3,1,3,64.0252,0.1,1,0,0,0,0,OTHER,OTHER
375,3214905,1,9,2,3,03/12/2014 13:17,03/12/2014 13:24,7,1.4382,12.33,41,3,1,3,1,3,24.832074,5.33,1,0,0,0,0,OTHER,OTHER
376,3214905,1,10,2,4,03/12/2014 13:30,03/12/2014 13:31,0.95,0.1142,7.21,15.5,3,1,3,1,3,25.65382,86.7,1,0,0,0,0,OTHER,OTHER
377,3214905,1,11,2,5,03/12/2014 14:57,03/12/2014 15:04,6.48,1.9758,18.29,41.6,3,1,3,1,3,14.85831,1.92,1,0,0,0,0,OTHER,OTHER
378,3214905,1,12,2,6,03/12/2014 15:06,03/12/2014 15:06,0.72,0.094,7.87,13,3,1,3,1,3,25.402893,6.18,1,0,0,0,0,OTHER,OTHER
379,3214905,1,13,2,7,03/12/2014 15:13,03/12/2014 15:21,8.28,1.404,10.17,39.1,3,1,3,1,3,123.87699,6.48,1,0,0,0,0,OTHER,HOME
380,3214905,1,14,2,8,03/12/2014 15:27,03/12/2014 15:28,0.85,0.1003,7.08,13,3,1,3,1,3,18.366108,1227.12,1,0,0,1,0,HOME,HOME
381,3214905,1,15,3,1,04/12/2014 11:55,04/12/2014 12:11,16,3.9342,14.75,41,3,1,3,1,3,18.366259,7.38,1,0,0,0,0,HOME,OTHER
382,3214905,1,16,3,2,04/12/2014 12:19,04/12/2014 12:27,8.5,1.2665,8.94,40.4,3,1,3,1,3,6.939253,30.38,1,0,0,0,0,OTHER,OTHER
383,3214905,1,17,3,3,04/12/2014 12:58,04/12/2014 13:03,5.25,1.6721,19.11,41.6,3,1,3,1,3,116.361903,42.6,1,0,0,0,0,OTHER,OTHER
384,3214905,1,18,3,4,04/12/2014 13:46,04/12/2014 13:51,5.73,1.1136,11.65,32.3,3,1,3,1,3,62.136084,20.78,1,0,0,0,0,OTHER,HOME
385,3214905,1,19,3,5,04/12/2014 14:12,04/12/2014 14:13,1.03,0.1024,5.95,9.9,3,1,3,1,3,11.313641,0,1,0,0,1,0,HOME,HOME
386,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
387,3217202,1,1,1,1,02/12/2014 11:02,02/12/2014 11:07,5.4,1.6713,18.57,41.6,3,1,3,1,3,,4.7,1,0,0,0,0,OTHER,OTHER
388,3217202,1,2,1,2,02/12/2014 11:12,02/12/2014 11:18,5.87,1.2894,13.19,41.6,3,1,3,1,3,14.857935,38.78,1,0,0,0,0,OTHER,OTHER
389,3217202,1,3,1,3,02/12/2014 11:56,02/12/2014 12:01,4.82,1.4261,17.76,43.5,3,1,3,1,3,9.571426,88.08,1,0,0,0,0,OTHER,HOME
390,3217202,1,4,1,4,02/12/2014 13:29,02/12/2014 13:39,9.83,3.0553,18.64,43.5,3,1,3,1,3,39.281842,61.53,1,0,0,0,0,HOME,OTHER
391,3217202,1,5,1,5,02/12/2014 14:41,02/12/2014 14:51,10.28,3.0993,18.08,41,3,1,3,1,3,76.082178,252.52,1,0,0,0,0,OTHER,HOME
392,3217202,1,6,1,6,02/12/2014 19:03,02/12/2014 19:07,3.6,1.091,18.18,32.9,3,1,3,1,3,14.059346,66.62,1,0,0,0,0,HOME,OTHER
393,3217202,1,7,1,7,02/12/2014 20:14,02/12/2014 20:18,3.97,1.1294,17.08,39.1,3,1,3,1,3,213.90085,4.18,1,0,0,0,0,OTHER,HOME
394,3217202,1,8,1,8,02/12/2014 20:22,02/12/2014 20:27,5.42,1.7288,19.15,49.1,3,1,3,1,3,24.828809,45.33,1,0,0,0,0,HOME,OTHER
395,3217202,1,9,1,9,02/12/2014 21:12,02/12/2014 21:19,6.35,2.5485,24.08,42.3,3,1,3,1,3,5895.255736,783.22,1,0,0,0,0,OTHER,HOME
396,3217202,1,10,2,1,03/12/2014 10:22,03/12/2014 10:29,6.9,1.8345,15.95,44.7,3,2,"3,1",2,"1,3",2230.92558,11.2,1,0,0,0,0,OTHER,OTHER
397,3217202,1,11,2,2,03/12/2014 10:40,03/12/2014 10:50,9.35,2.6457,16.98,41,3,3,"1,3,1",2,"1,3",80.330799,6.73,1,0,0,0,0,OTHER,OTHER
398,3217202,1,12,2,3,03/12/2014 10:56,03/12/2014 11:01,5.23,0.997,11.43,41,3,2,"1,3",2,"1,3",149.529002,1401.73,1,0,0,0,0,OTHER,HOME
399,3217202,1,13,3,1,04/12/2014 10:23,04/12/2014 10:51,28.12,23.4112,49.96,72.7,3,2,"3,1",2,"1,3",3278.306257,30.65,1,0,0,0,0,OTHER,OTHER
400,3217202,1,14,3,2,04/12/2014 11:22,04/12/2014 11:57,35.38,20.037,33.98,71.5,3,2,"1,3",2,"1,3",82.721183,88.13,1,0,0,0,0,OTHER,HOME
401,3217202,1,15,3,3,04/12/2014 13:25,04/12/2014 13:30,4.53,1.1433,15.13,37.3,3,1,3,1,3,61.958823,68.52,1,0,0,0,0,HOME,OTHER
402,3217202,1,16,3,4,04/12/2014 14:39,04/12/2014 14:42,3.55,1.1178,18.89,42.9,3,1,3,1,3,16.453469,3.07,1,0,0,0,0,OTHER,HOME
403,3217202,1,17,3,5,04/12/2014 14:45,04/12/2014 14:49,3.95,1.1576,17.58,42.9,3,1,3,1,3,15.712737,13.53,1,0,0,0,0,HOME,OTHER
404,3217202,1,18,3,6,04/12/2014 15:03,04/12/2014 15:04,1.72,0.0566,1.98,2.5,1,1,1,1,1,20.730628,25.2,1,0,0,1,0,OTHER,OTHER
405,3217202,1,19,3,7,04/12/2014 15:30,04/12/2014 15:36,6.9,1.1581,10.07,44.1,3,2,"1,3",2,"1,3",88.609177,0,1,0,0,0,0,OTHER,HOME
406,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
407,3218062,1,1,1,1,09/12/2014 10:48,09/12/2014 10:50,2.23,0.102,2.74,3.7,1,1,1,1,1,,2.43,1,0,0,0,0,OTHER,HOME
408,3218062,1,2,1,2,09/12/2014 10:53,09/12/2014 10:55,2.25,0.0711,1.89,3.7,1,1,1,1,1,7.857292,3.42,1,0,0,0,0,HOME,HOME
409,3218062,1,3,1,3,09/12/2014 10:58,09/12/2014 11:03,4.4,0.2381,3.25,4.3,1,1,1,1,1,56.241827,0.78,1,0,0,0,0,HOME,OTHER
410,3218062,1,4,1,4,09/12/2014 11:03,09/12/2014 11:05,1.73,0.0822,2.85,5,1,1,1,1,1,13.878516,136.85,1,0,0,0,0,OTHER,OTHER
411,3218062,1,5,1,5,09/12/2014 13:22,09/12/2014 13:26,4.05,0.1891,2.8,3.9,1,1,1,1,1,14.561826,0.52,1,0,0,0,0,OTHER,OTHER
412,3218062,1,6,1,6,09/12/2014 13:27,09/12/2014 13:31,4.2,0.1441,2.06,3.7,1,1,1,1,1,43.84405,5.17,1,0,0,0,0,OTHER,HOME
413,3218062,1,7,1,7,09/12/2014 13:36,09/12/2014 13:38,2.13,0.0875,2.46,4.3,1,1,1,1,1,14.561824,191.92,1,0,0,0,0,HOME,OTHER
414,3218062,1,8,1,8,09/12/2014 16:50,09/12/2014 17:03,12.72,0.7268,3.43,4.3,1,1,1,1,1,1022.380212,27.48,1,0,0,0,0,HOME,OTHER
415,3218062,1,9,1,9,09/12/2014 17:30,09/12/2014 17:35,4.8,0.3543,4.43,5.6,1,1,1,1,1,39.151207,452.97,1,0,0,0,0,OTHER,WORK
416,3218062,1,10,1,10,10/12/2014 01:08,10/12/2014 01:16,8.5,0.3201,2.26,3.1,1,1,1,1,1,375.257872,5.18,1,0,0,0,0,WORK,WORK
417,3218062,1,11,1,11,10/12/2014 01:22,10/12/2014 01:25,3.68,0.9929,16.17,44.1,3,1,3,1,3,37.089411,5.32,1,0,0,0,0,WORK,OTHER
418,3218062,1,12,1,12,10/12/2014 01:31,10/12/2014 01:35,4.42,0.484,6.57,28.6,4,1,4,1,4,73.412751,601.38,1,0,0,0,0,OTHER,OTHER
419,3218062,1,13,2,1,10/12/2014 11:36,10/12/2014 11:40,3.97,0.2465,3.73,4.3,1,1,1,1,1,1194.452156,1.32,1,0,0,0,0,HOME,HOME
