id,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
130,3204480,1,22,3,5,18/12/2014 18:27,18/12/2014 18:36,9,1.6863,11.24,44.1,3,1,3,1,3,70.37664,0,1,0,0,0,0,OTHER,HOME
131,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
132,3204480,2,1,1,1,16/12/2014 14:11,16/12/2014 14:17,6.02,3.6174,36.07,54.7,3,1,3,1,3,,7.38,1,0,0,0,0,HOME,OTHER
133,3204480,2,2,1,2,16/12/2014 14:24,16/12/2014 14:51,27,18.6024,41.34,80.2,3,2,"3,1",2,"1,3",16.097887,330.35,1,0,0,0,0,OTHER,WORK
134,3204480,2,3,1,3,16/12/2014 20:21,16/12/2014 20:32,10.05,7.3346,43.79,76.4,3,2,"3,1",2,"1,3",427.661637,4.38,1,0,0,0,0,WORK,OTHER
135,3204480,2,4,1,4,16/12/2014 20:36,16/12/2014 20:49,13.53,6.9809,30.95,80.8,3,2,"1,3",2,"1,3",15.71244,190.25,1,0,0,0,0,OTHER,WORK
136,3204480,2,5,1,5,17/12/2014 00:00,17/12/2014 00:14,14.65,13.149,53.85,72.7,3,1,3,1,3,69.435977,839.25,1,0,0,0,0,WORK,HOME
137,3204480,2,6,2,1,17/12/2014 14:14,17/12/2014 14:21,7.5,1.504,12.03,40.4,3,2,"3,1",2,"1,3",26.849336,17.27,1,0,0,0,0,HOME,OTHER
138,3204480,2,7,2,2,17/12/2014 14:38,17/12/2014 14:44,5.63,0.3579,3.81,20.5,3,3,"1,3,1",2,"1,3",15.715736,1.37,1,0,0,0,0,OTHER,OTHER
139,3204480,2,8,2,3,17/12/2014 14:45,17/12/2014 14:55,9.15,1.1588,7.6,44.7,3,2,"1,3",2,"1,3",17.048945,1.53,1,0,0,0,0,OTHER,OTHER
140,3204480,2,9,2,4,17/12/2014 14:56,17/12/2014 15:07,10.58,2.597,14.72,44.7,3,1,3,1,3,14.561684,17.43,1,0,0,0,0,OTHER,OTHER
141,3204480,2,10,2,5,17/12/2014 15:24,17/12/2014 15:50,26.3,18.534,42.28,77,3,1,3,1,3,7.858255,434.48,1,0,0,0,0,OTHER,WORK
142,3204480,2,11,2,6,17/12/2014 23:05,17/12/2014 23:18,13,12.9641,59.83,72.7,3,1,3,1,3,935.461204,901.2,1,0,0,0,0,WORK,HOME
143,3204480,2,12,3,1,18/12/2014 14:19,18/12/2014 14:22,2.7,0.7796,17.32,40.4,3,1,3,1,3,2075.028825,15.02,1,0,0,0,0,OTHER,OTHER
144,3204480,2,13,3,2,18/12/2014 14:37,18/12/2014 14:46,9.07,1.0394,6.88,35.4,3,2,"3,1",2,"1,3",215.110091,14.23,1,0,0,0,0,OTHER,OTHER
145,3204480,2,14,3,3,18/12/2014 15:00,18/12/2014 15:11,11,2.7135,14.8,43.5,3,2,"1,3",2,"1,3",62.168937,12.67,1,0,0,0,0,OTHER,OTHER
146,3204480,2,15,3,4,18/12/2014 15:24,18/12/2014 15:55,30.83,18.5323,36.06,77.7,3,1,3,1,3,23.401301,250.37,1,0,0,0,0,OTHER,WORK
147,3204480,2,16,3,5,18/12/2014 20:05,18/12/2014 20:13,7.57,5.3125,42.13,75.2,3,2,"3,1",2,"1,3",7846.358359,15.68,1,0,0,0,0,OTHER,OTHER
148,3204480,2,17,3,6,18/12/2014 20:28,18/12/2014 20:40,12,7.0486,35.24,76.9,3,2,"1,3",2,"1,3",82.024635,203.33,1,0,0,0,0,OTHER,WORK
149,3204480,2,18,3,7,19/12/2014 00:04,19/12/2014 00:15,11.82,11.8685,60.26,77,3,1,3,1,3,5419.119807,0,1,0,0,0,0,OTHER,HOME
150,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
151,3205715,1,1,1,1,08/12/2014 08:42,08/12/2014 09:01,19.52,16.7022,51.35,81.4,3,1,3,1,3,,87.52,1,0,0,0,0,OTHER,OTHER
152,3205715,1,2,1,2,08/12/2014 10:29,08/12/2014 10:48,19.47,16.9005,52.09,76.4,3,1,3,1,3,9.373219,1514.15,1,0,0,0,0,OTHER,HOME
153,3205715,1,3,2,1,09/12/2014 12:03,09/12/2014 12:20,17.33,8.043,27.84,74.6,3,1,3,1,3,52227.80131,29.32,1,0,0,0,0,OTHER,OTHER
154,3205715,1,4,2,2,09/12/2014 12:49,09/12/2014 13:04,14.62,6.5172,26.75,49.1,3,1,3,1,3,12.345553,24.9,1,0,0,0,0,OTHER,OTHER
155,3205715,1,5,2,3,09/12/2014 13:29,09/12/2014 13:30,0.88,0.0894,6.07,12.4,3,1,3,1,3,3.640554,5.48,1,0,0,1,0,OTHER,OTHER
156,3205715,1,6,2,4,09/12/2014 13:35,09/12/2014 13:38,2.97,0.6095,12.33,40.4,3,1,3,1,3,28.079519,1263.67,1,0,0,0,0,OTHER,HOME
157,3205715,1,7,3,1,10/12/2014 10:42,10/12/2014 11:09,27.27,15.8662,34.91,77,3,1,3,1,3,12.340217,521.78,1,0,0,0,0,HOME,OTHER
158,3205715,1,8,3,2,10/12/2014 19:51,10/12/2014 20:09,18.1,13.2855,44.04,83.9,3,1,3,1,3,7650.362079,0,1,0,0,0,0,OTHER,HOME
159,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
160,3205715,2,1,1,1,08/12/2014 10:42,08/12/2014 11:09,26.8,15.5322,34.77,73.3,3,1,3,1,3,,1409.1,1,0,0,0,0,HOME,OTHER
161,3205715,2,2,2,1,09/12/2014 10:38,09/12/2014 11:00,22.05,15.4334,42,80.8,3,1,3,1,3,63626.53781,553.62,1,0,0,0,0,HOME,OTHER
162,3205715,2,3,2,2,09/12/2014 20:14,09/12/2014 20:34,20.08,15.1317,45.21,82,3,1,3,1,3,3335.776651,847.77,1,0,0,0,0,OTHER,HOME
163,3205715,2,4,3,1,10/12/2014 10:42,10/12/2014 11:09,27.13,15.8163,34.97,78.9,3,1,3,1,3,14.052963,519.62,1,0,0,0,0,HOME,OTHER
164,3205715,2,5,3,2,10/12/2014 19:49,10/12/2014 20:09,20.37,15.1814,44.72,84.5,3,1,3,1,3,2885.909484,0,1,0,0,0,0,OTHER,HOME
165,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
166,3206386,1,1,1,1,03/12/2014 10:12,03/12/2014 10:26,14.38,3.8811,16.19,42.3,4,1,4,1,4,,96.67,1,0,0,0,0,HOME,OTHER
167,3206386,1,2,1,2,03/12/2014 12:03,03/12/2014 12:05,2.92,1.2581,25.88,46,4,1,4,1,4,34.834644,8.88,1,0,0,0,0,OTHER,OTHER
168,3206386,1,3,1,3,03/12/2014 12:14,03/12/2014 12:31,16.3,7.8168,28.77,52.2,4,2,"4,1",2,"1,4",13.892383,191.6,1,0,0,0,0,OTHER,OTHER
169,3206386,1,4,1,4,03/12/2014 15:42,03/12/2014 15:59,16.73,9.422,33.78,73.3,4,2,"1,4",2,"1,4",7.858345,1153.4,1,0,0,0,0,OTHER,HOME
170,3206386,1,5,2,1,04/12/2014 11:12,04/12/2014 11:15,3,1.0313,20.63,37.3,3,1,3,1,3,47.417535,11.63,1,0,0,0,0,HOME,OTHER
171,3206386,1,6,2,2,04/12/2014 11:27,04/12/2014 11:38,10.7,3.0971,17.37,46.6,3,2,"3,1",2,"1,3",21.942819,20.12,1,0,0,0,0,OTHER,OTHER
172,3206386,1,7,2,3,04/12/2014 11:58,04/12/2014 11:59,1.43,0.0559,2.34,2.5,1,1,1,1,1,44.365792,11.1,1,0,0,0,0,OTHER,OTHER
173,3206386,1,8,2,4,04/12/2014 12:10,04/12/2014 12:28,17.53,3.5578,12.18,49.1,3,3,"1,3,1",2,"1,3",4.690489,86.98,1,0,0,0,0,OTHER,OTHER
174,3206386,1,9,2,5,04/12/2014 13:55,04/12/2014 14:07,12.05,3.2884,16.37,47.8,3,2,"1,3",2,"1,3",194.855785,1441.1,1,0,0,0,0,OTHER,HOME
175,3206386,1,10,3,1,05/12/2014 14:08,05/12/2014 14:30,22.23,11.3474,30.62,73.9,3,1,3,1,3,3841.990309,61.37,1,0,0,0,0,OTHER,OTHER
176,3206386,1,11,3,2,05/12/2014 15:32,05/12/2014 15:40,7.93,3.6335,27.48,53.4,3,1,3,1,3,22.629098,38.88,1,0,0,0,0,OTHER,OTHER
177,3206386,1,12,3,3,05/12/2014 16:18,05/12/2014 16:34,15.45,8.7919,34.14,67.1,3,1,3,1,3,30.09075,0,1,0,0,0,0,OTHER,HOME
178,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
179,3206386,2,1,1,1,03/12/2014 12:03,03/12/2014 12:05,2.85,1.2667,26.67,47.2,3,1,3,1,3,,8.8,1,0,0,0,0,OTHER,OTHER
180,3206386,2,2,1,2,03/12/2014 12:14,03/12/2014 12:30,16.23,7.9861,29.52,52.2,3,1,3,1,3,83.084245,192.18,1,0,0,0,0,OTHER,OTHER
181,3206386,2,3,1,3,03/12/2014 15:43,03/12/2014 16:01,18.33,8.903,29.14,72.1,3,1,3,1,3,56.181328,1324.7,1,0,0,0,0,OTHER,HOME
182,3206386,2,4,2,1,04/12/2014 14:06,04/12/2014 14:09,2.9,0.8207,16.98,45.4,3,1,3,1,3,22942.06299,31.32,1,0,0,0,0,OTHER,OTHER
183,3206386,2,5,2,2,04/12/2014 14:40,04/12/2014 15:03,23.28,5.2578,13.55,17.4,3,1,3,1,3,178.992106,1259.87,1,0,0,0,0,OTHER,HOME
184,3206386,2,6,3,1,05/12/2014 12:03,05/12/2014 12:10,7.43,2.1077,17.01,43.5,3,1,3,1,3,7170.684525,68.87,1,0,0,0,0,OTHER,HOME
185,3206386,2,7,3,2,05/12/2014 13:19,05/12/2014 13:21,1.78,0.4468,15.03,23.6,3,1,3,1,3,68.525992,0,1,0,1,0,1,HOME,HOME
186,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
187,3208181,1,1,1,1,16/12/2014 06:19,16/12/2014 06:26,6.6,2.0524,18.66,36.7,3,2,"3,1",2,"1,3",,276.73,1,0,0,0,0,HOME,WORK
188,3208181,1,2,1,2,16/12/2014 11:03,16/12/2014 11:07,4.87,1.4805,18.25,37.3,3,1,3,1,3,2376.496516,47.35,1,0,0,0,0,OTHER,HOME
189,3208181,1,3,1,3,16/12/2014 11:55,16/12/2014 12:02,7.37,2.0382,16.6,37.3,3,2,"3,1",2,"1,3",50.832201,252.32,1,0,0,0,0,HOME,WORK
190,3208181,1,4,1,4,16/12/2014 16:14,16/12/2014 16:19,5.03,1.5326,18.27,35.4,3,1,3,1,3,2069.901585,842.77,1,0,0,0,0,OTHER,HOME
191,3208181,1,5,2,1,17/12/2014 06:22,17/12/2014 06:30,7.83,2.0419,15.64,37.3,3,2,"3,1",2,"1,3",14.074355,271.77,1,0,0,0,0,HOME,WORK
192,3208181,1,6,2,2,17/12/2014 11:02,17/12/2014 11:06,4.63,1.7251,22.34,37.9,3,1,3,1,3,990.605736,45.95,1,0,0,0,0,WORK,HOME
193,3208181,1,7,2,3,17/12/2014 11:52,17/12/2014 12:01,8.62,2.0335,14.16,37.9,3,2,"3,1",2,"1,3",27.575743,211.9,1,0,0,0,0,HOME,WORK
194,3208181,1,8,2,4,17/12/2014 15:33,17/12/2014 15:39,6.17,1.7378,16.91,38.5,3,1,3,1,3,948.971891,16.12,1,0,0,0,0,WORK,HOME
195,3208181,1,9,2,5,17/12/2014 15:55,17/12/2014 15:59,3.87,1.2388,19.22,34.8,3,1,3,1,3,25.653833,4.43,1,0,0,0,0,HOME,OTHER
196,3208181,1,10,2,6,17/12/2014 16:04,17/12/2014 16:06,2.02,0.5542,16.49,26.7,3,1,3,1,3,7.859102,2.4,1,0,0,0,0,OTHER,OTHER
197,3208181,1,11,2,7,17/12/2014 16:08,17/12/2014 16:12,3.68,0.7505,12.22,25.5,3,1,3,1,3,2.958978,4.37,1,0,0,0,0,OTHER,OTHER
198,3208181,1,12,2,8,17/12/2014 16:16,17/12/2014 16:20,3.9,0.9818,15.1,41.6,3,1,3,1,3,11.314886,6.08,1,0,0,0,0,OTHER,OTHER
199,3208181,1,13,2,9,17/12/2014 16:26,17/12/2014 16:27,1.4,0.4667,20,36,3,1,3,1,3,26.382096,4.23,1,0,0,0,0,OTHER,OTHER
200,3208181,1,14,2,10,17/12/2014 16:32,17/12/2014 16:33,1.55,0.479,18.54,36.7,3,1,3,1,3,32.896693,6.63,1,0,0,0,0,OTHER,OTHER
201,3208181,1,15,2,11,17/12/2014 16:40,17/12/2014 16:45,5,1.9326,23.19,37.3,3,1,3,1,3,34.335205,817.03,1,0,0,0,0,OTHER,HOME
202,3208181,1,16,3,1,18/12/2014 06:22,18/12/2014 06:29,7.4,2.0432,16.57,34.8,3,2,"3,1",2,"1,3",66.944308,274.18,1,0,0,0,0,HOME,WORK
203,3208181,1,17,3,2,18/12/2014 11:03,18/12/2014 11:09,5.73,1.4517,15.19,34.8,3,1,3,1,3,2460.557564,46.28,1,0,0,0,0,OTHER,HOME
204,3208181,1,18,3,3,18/12/2014 11:55,18/12/2014 12:04,8.75,2.0566,14.1,37.3,3,2,"3,1",2,"1,3",6.948529,238.92,1,0,0,0,0,HOME,WORK
205,3208181,1,19,3,4,18/12/2014 16:03,18/12/2014 16:08,4.98,1.0166,12.24,42.3,3,2,"3,1",2,"1,3",31.436416,3.98,1,0,0,0,0,WORK,OTHER
206,3208181,1,20,3,5,18/12/2014 16:12,18/12/2014 16:19,7.08,1.4509,12.29,36,3,2,"1,3",2,"1,3",18.123527,0,1,0,0,0,0,OTHER,HOME
207,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
208,3208181,2,1,1,1,16/12/2014 09:47,16/12/2014 10:03,15.8,0.8218,3.12,5.6,1,1,1,1,1,,0.1,1,0,0,0,0,HOME,OTHER
209,3208181,2,2,1,2,16/12/2014 10:03,16/12/2014 10:13,10.15,0.5502,3.25,5,1,1,1,1,1,22.041775,1782.1,1,0,0,0,0,OTHER,HOME
210,3208181,2,3,2,1,17/12/2014 15:55,17/12/2014 15:59,4.18,1.2436,17.84,34.8,3,1,3,1,3,43.914631,3.45,1,0,0,0,0,HOME,OTHER
211,3208181,2,4,2,2,17/12/2014 16:03,17/12/2014 16:06,3.13,0.5704,10.92,26.7,3,1,3,1,3,48.637321,1.98,1,0,0,0,0,OTHER,OTHER
212,3208181,2,5,2,3,17/12/2014 16:08,17/12/2014 16:12,3.68,0.7543,12.29,25.5,3,1,3,1,3,11.835917,3.52,1,0,0,0,0,OTHER,OTHER
213,3208181,2,6,2,4,17/12/2014 16:15,17/12/2014 16:21,5.48,1.0077,11.03,41.6,3,1,3,1,3,111.382365,5.25,1,0,0,0,0,OTHER,OTHER
214,3208181,2,7,2,5,17/12/2014 16:26,17/12/2014 16:44,18.45,1.5256,4.96,36,3,1,3,1,3,22.629878,0,1,0,0,0,0,OTHER,HOME
215,sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
216,3210054,1,1,1,1,06/01/2015 07:36,06/01/2015 07:40,4.68,1.4741,18.88,41,6,1,6,1,6,,0.07,1,0,0,0,0,WORK,OTHER
217,3210054,1,2,1,2,06/01/2015 07:41,06/01/2015 07:56,15.32,0.8397,3.29,3.7,1,1,1,1,1,14.561724,92.75,1,0,0,0,0,OTHER,OTHER
218,3210054,1,3,1,3,06/01/2015 09:29,06/01/2015 09:30,1.27,0.0621,2.94,3.1,1,1,1,1,1,42.516044,15.57,1,1,0,1,0,OTHER,OTHER
219,3210054,1,4,1,4,06/01/2015 09:45,06/01/2015 09:52,6.78,2.1976,19.44,34.2,3,1,3,1,3,8.866697,2.02,1,1,0,0,0,OTHER,OTHER
220,3210054,1,5,1,5,06/01/2015 09:54,06/01/2015 09:58,4.15,1.3549,19.59,36.7,3,1,3,1,3,28.131459,2.27,1,1,0,0,0,OTHER,OTHER
221,3210054,1,6,1,6,06/01/2015 10:01,06/01/2015 10:03,2.4,0.7741,19.35,34.2,3,1,3,1,3,16.091651,2.6,1,1,0,0,0,OTHER,OTHER
222,3210054,1,7,1,7,06/01/2015 10:06,06/01/2015 10:30,23.97,13.0798,32.75,64,3,1,3,1,3,32.896949,2.02,1,1,0,0,0,OTHER,OTHER
223,3210054,1,8,1,8,06/01/2015 10:32,06/01/2015 10:50,18.32,7.2345,23.7,57.8,3,1,3,1,3,71.098482,2.23,1,1,0,0,0,OTHER,OTHER
224,3210054,1,9,1,9,06/01/2015 10:52,06/01/2015 11:02,9.6,2.9371,18.36,39.8,3,1,3,1,3,40.153303,2.62,1,1,0,0,0,OTHER,OTHER
225,3210054,1,10,1,10,06/01/2015 11:04,06/01/2015 11:14,9.82,1.9543,11.94,38.5,3,1,3,1,3,33.293272,2.28,1,1,0,0,0,OTHER,OTHER
226,3210054,1,11,1,11,06/01/2015 11:17,06/01/2015 11:45,28.95,11.5026,23.84,64,3,1,3,1,3,19.180641,2.2,1,1,0,0,0,OTHER,OTHER
227,3210054,1,12,1,12,06/01/2015 11:48,06/01/2015 12:51,63.28,17.3116,16.41,52.8,3,1,3,1,3,22.041597,2.2,1,1,0,0,0,OTHER,OTHER
228,3210054,1,13,1,13,06/01/2015 12:53,06/01/2015 13:12,19.22,5.0187,15.67,54.1,3,2,"3,1",2,"1,3",66.58486,25.23,1,1,0,0,0,OTHER,OTHER
229,3210054,1,14,1,14,06/01/2015 13:38,06/01/2015 13:47,9.35,0.4075,2.62,3.7,1,1,1,1,1,21.842571,1.93,1,0,0,0,0,OTHER,OTHER
230,3210054,1,15,1,15,06/01/2015 13:49,06/01/2015 13:53,4.47,0.206,2.77,3.7,1,1,1,1,1,7.280861,15.27,1,0,0,0,0,OTHER,OTHER
231,3210054,1,16,1,16,06/01/2015 14:09,06/01/2015 14:11,2.15,0.681,19.01,44.7,6,1,6,1,6,9.584635,0.05,1,0,0,0,0,OTHER,OTHER
232,3210054,1,17,1,17,06/01/2015 14:11,06/01/2015 14:14,3.2,0.155,2.91,3.1,1,1,1,1,1,19.169268,23.65,1,0,0,0,0,OTHER,OTHER
233,3210054,1,18,1,18,06/01/2015 14:38,06/01/2015 14:44,6.23,1.4643,14.1,34.2,6,1,6,1,6,36.404315,0.12,1,0,0,0,0,OTHER,WORK
234,3210054,1,19,1,19,06/01/2015 14:44,06/01/2015 14:50,5.5,0.2665,2.91,3.7,1,1,1,1,1,2.954603,155.27,1,0,0,0,0,WORK,HOME
235,3210054,1,20,1,20,06/01/2015 17:25,06/01/2015 17:30,5.32,0.2607,2.94,3.2,1,1,1,1,1,12.366429,8.37,1,0,0,0,0,HOME,WORK
236,3210054,1,21,1,21,06/01/2015 17:38,06/01/2015 17:41,2.53,0.4346,10.29,23.6,6,1,6,1,6,25.294278,0.17,1,0,0,0,0,WORK,OTHER
237,3210054,1,22,1,22,06/01/2015 17:41,06/01/2015 17:45,3.48,0.0912,1.57,3.7,1,1,1,1,1,30.44237,1.92,1,0,0,0,0,OTHER,OTHER
238,3210054,1,23,1,23,06/01/2015 17:47,06/01/2015 17:48,1.02,0.0484,2.86,3.1,1,1,1,1,1,18.370846,0.23,1,0,0,0,0,OTHER,OTHER
239,3210054,1,24,1,24,06/01/2015 17:48,06/01/2015 17:56,8.4,2.2593,16.14,41,6,1,6,1,6,12.417304,0.13,1,0,0,0,0,OTHER,OTHER
240,3210054,1,25,1,25,06/01/2015 17:56,06/01/2015 17:58,1.8,0.0801,2.67,5,1,1,1,1,1,20.680654,75.05,1,0,0,0,0,OTHER,OTHER
241,3210054,1,26,1,26,06/01/2015 19:13,06/01/2015 19:15,1.82,0.0831,2.74,3.7,1,1,1,1,1,19.137274,17.6,1,0,0,0,0,OTHER,OTHER
242,3210054,1,27,1,27,06/01/2015 19:33,06/01/2015 19:42,9.73,2.1088,13,32.3,6,1,6,1,6,18.096176,0.13,1,0,0,0,0,OTHER,OTHER
243,3210054,1,28,1,28,06/01/2015 19:42,06/01/2015 19:54,11.4,0.5674,2.99,5.6,1,1,1,1,1,12.365537,704.7,1,0,0,0,0,OTHER,HOME
244,3210054,1,29,2,1,07/01/2015 07:39,07/01/2015 07:43,4.65,1.4037,18.11,42.9,6,1,6,1,6,1250.004353,0.05,1,0,0,0,0,WORK,OTHER
245,3210054,1,30,2,2,07/01/2015 07:43,07/01/2015 07:54,10.93,1.0132,5.56,46.6,1,3,"1,3,1",2,"1,3",36.52408,46.1,1,0,0,0,0,OTHER,OTHER
246,3210054,1,31,2,3,07/01/2015 08:40,07/01/2015 08:42,1.65,0.0585,2.13,3.7,1,1,1,1,1,17.048836,3.92,1,0,0,1,0,OTHER,OTHER
247,3210054,1,32,2,4,07/01/2015 08:46,07/01/2015 08:55,9.5,2.5569,16.15,41.6,3,1,3,1,3,6.942206,39.22,1,0,0,0,0,OTHER,HOME
248,3210054,1,33,2,5,07/01/2015 09:35,07/01/2015 09:40,5.72,1.8322,19.23,36.7,3,1,3,1,3,14.065673,2.18,1,1,0,0,0,HOME,OTHER
249,3210054,1,34,2,6,07/01/2015 09:42,07/01/2015 09:45,2.55,0.8006,18.84,30.4,3,1,3,1,3,21.702228,2.33,1,1,0,0,0,OTHER,OTHER
250,3210054,1,35,2,7,07/01/2015 09:47,07/01/2015 10:04,16.77,10.6275,38.03,71.5,3,1,3,1,3,26.038217,2.55,1,1,0,0,0,OTHER,OTHER
251,3210054,1,36,2,8,07/01/2015 10:07,07/01/2015 10:12,5.3,2.4496,27.73,41.6,3,1,3,1,3,23.407716,3.37,1,1,0,0,0,OTHER,OTHER
252,3210054,1,37,2,9,07/01/2015 10:15,07/01/2015 10:19,3.15,1.3203,25.15,39.1,3,1,3,1,3,12.381455,2.2,1,1,0,0,0,OTHER,OTHER
253,3210054,1,38,2,10,07/01/2015 10:21,07/01/2015 10:33,12.22,5.9153,29.05,61.5,3,1,3,1,3,18.44078,3.03,1,1,0,0,0,OTHER,OTHER
254,3210054,1,39,2,11,07/01/2015 10:36,07/01/2015 10:41,4.88,1.7441,21.43,39.8,3,1,3,1,3,26.98432,2.77,1,1,0,0,0,OTHER,OTHER
255,3210054,1,40,2,12,07/01/2015 10:44,07/01/2015 10:47,3,1.1784,23.57,38.5,3,1,3,1,3,20.755594,3.12,1,1,0,0,0,OTHER,OTHER
256,3210054,1,41,2,13,07/01/2015 10:50,07/01/2015 10:53,2.93,1.144,23.4,41,3,1,3,1,3,17.052032,2.33,1,1,0,0,0,OTHER,OTHER
257,3210054,1,42,2,14,07/01/2015 10:55,07/01/2015 11:00,5.1,0.8144,9.58,28.6,3,1,3,1,3,43.800278,3.77,1,1,0,0,0,OTHER,OTHER
258,3210054,1,43,2,15,07/01/2015 11:04,07/01/2015 11:09,5.07,1.9141,22.67,39.1,3,1,3,1,3,27.56644,2.93,1,1,0,0,0,OTHER,OTHER
259,3210054,1,44,2,16,07/01/2015 11:12,07/01/2015 11:16,4.27,1.7455,24.55,40.4,3,1,3,1,3,36.761832,2.05,1,1,0,0,0,OTHER,OTHER
260,3210054,1,45,2,17,07/01/2015 11:18,07/01/2015 11:35,16.78,4.1218,14.74,49.1,3,2,"3,1",2,"1,3",43.41122,21.18,1,1,0,0,0,OTHER,OTHER
261,3210054,1,46,2,18,07/01/2015 11:56,07/01/2015 12:01,4.67,0.2394,3.08,3.3,1,1,1,1,1,69.420269,10.58,1,0,0,0,0,OTHER,OTHER
262,3210054,1,47,2,19,07/01/2015 12:11,07/01/2015 12:14,2.52,0.6703,15.98,37.3,6,1,6,1,6,7.280861,0.05,1,0,0,0,0,OTHER,OTHER
263,3210054,1,48,2,20,07/01/2015 12:14,07/01/2015 12:17,3.12,0.1531,2.95,3.4,1,1,1,1,1,20.688186,25.6,1,0,0,0,0,OTHER,OTHER
264,3210054,1,49,2,21,07/01/2015 12:43,07/01/2015 12:49,6.45,1.4646,13.62,42.9,6,1,6,1,6,21.704119,0.07,1,0,0,0,0,OTHER,WORK
265,3210054,1,50,2,22,07/01/2015 12:49,07/01/2015 12:54,4.8,0.2484,3.1,3.2,1,1,1,1,1,7.280888,109.33,1,0,0,0,0,WORK,HOME
266,3210054,1,51,2,23,07/01/2015 14:43,07/01/2015 14:49,5.68,0.9538,10.07,36.7,3,3,"1,3,1",2,"1,3",54.772225,5.93,1,0,0,0,0,HOME,OTHER
267,3210054,1,52,2,24,07/01/2015 14:55,07/01/2015 14:57,1.9,0.0941,2.97,3.1,1,1,1,1,1,23.442278,1.77,1,0,0,0,0,OTHER,OTHER
268,3210054,1,53,2,25,07/01/2015 14:59,07/01/2015 15:05,6.77,0.2719,2.41,3.7,1,1,1,1,1,15.714953,9.15,1,0,0,0,0,OTHER,OTHER
269,3210054,1,54,2,26,07/01/2015 15:15,07/01/2015 15:19,4.93,0.2036,2.48,3.7,1,1,1,1,1,28.744845,8.07,1,0,0,0,0,OTHER,OTHER
270,3210054,1,55,2,27,07/01/2015 15:28,07/01/2015 15:30,2.05,0.4441,13,30.4,3,1,3,1,3,25.653822,0.07,1,0,0,0,0,OTHER,WORK
271,3210054,1,56,2,28,07/01/2015 15:30,07/01/2015 15:35,5.58,0.2836,3.05,3.7,1,1,1,1,1,7.857562,1046.15,1,0,0,0,0,WORK,HOME
272,3210054,1,57,3,1,08/01/2015 09:01,08/01/2015 09:32,30.5,12.9845,25.54,65.9,3,1,3,1,3,2676.187686,6.8,1,1,0,0,0,OTHER,OTHER
273,3210054,1,58,3,2,08/01/2015 09:39,08/01/2015 09:55,16.38,4.2716,15.64,39.8,3,1,3,1,3,29.800293,2.07,1,1,0,0,0,OTHER,OTHER
