sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3227702,1,1,1,1,2014-11-26 07:19:11,2014-11-26 07:48:38,29.45,13.5701,27.65,73.3,3,1,3,1,3,,160.97,1,0,0,0,0,HOME,OTHER
3227702,1,2,1,2,2014-11-26 10:29:36,2014-11-26 10:36:21,6.75,1.9509,17.34,40.4,3,1,3,1,3,9231.239495,64.95,1,0,0,0,0,OTHER,OTHER
3227702,1,3,1,3,2014-11-26 11:41:18,2014-11-26 11:52:47,11.48,1.7909,9.36,26.1,3,1,3,1,3,50.66827,11.33,1,0,0,0,0,OTHER,OTHER
3227702,1,4,1,4,2014-11-26 12:04:07,2014-11-26 13:41:16,97.15,8.6348,5.33,1.9,3,1,3,1,3,404.172845,88.75,1,0,0,0,0,OTHER,OTHER
3227702,1,5,1,5,2014-11-26 15:10:01,2014-11-26 15:20:48,10.78,2.2922,12.75,26.7,3,1,3,1,3,39.889454,3.47,1,0,0,0,0,OTHER,OTHER
3227702,1,6,1,6,2014-11-26 15:24:16,2014-11-26 15:33:28,9.2,2.5572,16.68,32.3,3,1,3,1,3,708.650539,8.52,1,0,0,0,0,OTHER,OTHER
3227702,1,7,1,7,2014-11-26 15:41:59,2014-11-26 15:47:14,5.25,0.94,10.74,4.3,3,1,3,1,3,222.334754,1315.87,1,0,0,0,0,OTHER,HOME
3227702,1,8,2,1,2014-11-27 13:43:06,2014-11-27 13:54:09,11.05,2.5511,13.85,22.4,3,2,"3,1",2,"1,3",227.048527,23.92,1,0,0,0,0,HOME,OTHER
3227702,1,9,2,2,2014-11-27 14:18:04,2014-11-27 14:27:53,9.82,0.7241,4.43,21.1,3,3,"1,3,1",2,"1,3",163.25806,25.8,1,0,0,0,0,OTHER,OTHER
3227702,1,10,2,3,2014-11-27 14:53:41,2014-11-27 15:02:42,9.02,0.7274,4.84,39.8,3,2,"1,3",2,"1,3",27.725963,0.4,1,0,0,0,0,OTHER,OTHER
3227702,1,11,2,4,2014-11-27 15:03:06,2014-11-27 15:08:49,5.72,2.6654,27.97,51.6,3,1,3,1,3,492.965003,1018.25,1,0,0,0,0,OTHER,HOME
3227702,1,12,3,1,2014-11-28 08:07:04,2014-11-28 08:13:12,6.13,1.5544,15.21,19.9,3,1,3,1,3,57503.249216,3.47,1,0,0,0,0,OTHER,OTHER
3227702,1,13,3,2,2014-11-28 08:16:40,2014-11-28 08:18:21,1.68,0.4546,16.21,40.4,3,1,3,1,3,20.825984,177.92,1,0,0,0,0,OTHER,OTHER
3227702,1,14,3,3,2014-11-28 11:16:16,2014-11-28 11:18:10,1.9,0.9704,30.65,41.6,3,1,3,1,3,5776.93876,0.0,1,0,0,0,0,OTHER,OTHER
