1.0,1.62727272727,1.9,0.7,0.0,0.0,-0.433333333333,0.433333333333,1.2,1.2,1.2,1.9,1.9,2.5
1.0,1.61625207297,1.9,0.7,0.0,0.0,-0.633333333333,0.633333333333,1.2,1.2,1.2,1.9,1.9,2.5
1.0,1.88372093023,1.9,1.3,0.00136452241715,0.0,-0.433333333333,0.433333333333,1.2,1.2,1.2,2.5,2.5,3.1
6.0,13.0772727273,13.7,12.4,-0.000968188105118,0.0,-2.9,3.1,1.2,1.9,6.2,18.6,24.2,27.054
3.0,43.6697412823,45.4,29.2,-0.00129431626337,0.0,-5.8,4.76666666667,1.9,20.5,28.6,57.8,67.7,75.8
1.0,1.66927083333,1.9,0.7,-0.0022687609075,0.0,-0.633333333333,0.633333333333,1.2,1.2,1.2,1.9,1.9,3.1
3.0,30.3290055249,30.4,31.55,0.00175438596491,0.0,-5.4,8.06666666667,1.2,5.6,14.45,46.0,51.6,60.3
1.0,1.51877133106,1.2,0.7,0.0,0.0,-0.266666666667,0.233333333333,1.2,1.2,1.2,1.9,1.9,1.9
1.0,1.8524137931,1.9,0.7,-0.00138408304498,0.0,-0.633333333333,0.833333333333,1.2,1.2,1.2,1.9,2.5,3.1
3.0,32.4870748299,36.0,29.2,0.00296803652968,0.0,-4.76666666667,5.2,1.2,7.58,18.0,47.2,51.84,58.124
3.0,16.630952381,12.7,18.45,0.00569105691057,0.0,-7.46666666667,5.56666666667,1.2,2.5,8.7,27.15,32.18,42.9
3.0,16.0581395349,13.0,14.6,0.0190476190476,-0.316666666667,-5.36666666667,5.2,1.494,3.34,8.1,22.7,36.08,40.496
3.0,25.2388349515,25.8,25.8,-0.00308943089431,0.0,-6.0,5.6,1.2,5.3,11.35,37.15,44.4,49.67
3.0,32.4252840909,35.7,22.625,-2.49088499115e-17,0.0,-5.4,4.76666666667,1.557,9.36,21.475,44.1,50.3,55.3
3.0,34.8240223464,35.4,24.9,0.00243445692884,0.0,-5.8,4.56666666667,1.2,8.7,20.5,45.4,63.16,73.586
