sampno,persons_count,persons_count_gps,travel_day1,gps_trips_td,gps_trips_23,diary_trips_td,gps_complete,diary_complete,gps_diary_complete
3252493,1,1,2014-12-05 00:00:00,3,11,3,1,1,1
