sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3252493,1,1,1,1,2014-12-05 12:45:55,2014-12-05 12:53:41,7.77,0.3667,2.83,3.7,1,1,1,1,1,,7.77,1,0,0,0,0,OTHER,HOME
3252493,1,2,1,2,2014-12-05 13:01:27,2014-12-05 13:08:46,7.32,0.3431,2.81,3.1,1,1,1,1,1,18.440327,575.67,1,0,0,0,0,HOME,OTHER
3252493,1,3,1,3,2014-12-05 22:44:26,2014-12-05 22:57:42,13.27,5.9739,27.02,50.3,3,1,3,1,3,57.479446,485.02,1,0,0,0,0,OTHER,WORK
3252493,1,4,2,1,2014-12-06 07:02:43,2014-12-06 07:12:36,9.88,5.0516,30.67,47.7,3,1,3,1,3,1288.983057,5.35,1,0,0,0,0,WORK,OTHER
3252493,1,5,2,2,2014-12-06 07:17:57,2014-12-06 07:19:47,1.83,0.4116,13.47,36.0,3,1,3,1,3,31.48227,4.6,1,0,0,0,0,OTHER,HOME
3252493,1,6,2,3,2014-12-06 07:24:23,2014-12-06 07:25:44,1.35,0.175,7.78,11.8,3,1,3,1,3,16.086936,300.1,1,0,0,1,0,HOME,OTHER
3252493,1,7,2,4,2014-12-06 12:25:50,2014-12-06 12:33:10,7.33,0.3759,3.08,3.1,1,1,1,1,1,27.750818,6.12,1,0,0,0,0,OTHER,OTHER
3252493,1,8,2,5,2014-12-06 12:39:17,2014-12-06 12:46:20,7.05,0.3392,2.89,3.7,1,1,1,1,1,120.179425,585.12,1,0,0,0,0,HOME,OTHER
3252493,1,9,2,6,2014-12-06 22:31:27,2014-12-06 22:32:56,1.48,0.1745,7.06,14.3,3,1,3,1,3,25.653819,3.28,1,0,0,1,0,OTHER,HOME
3252493,1,10,2,7,2014-12-06 22:36:13,2014-12-06 22:53:29,17.27,6.1222,21.27,46.0,3,1,3,1,3,42.484383,487.35,1,0,0,0,0,HOME,WORK
3252493,1,11,3,1,2014-12-07 07:00:50,2014-12-07 07:16:12,15.37,5.9407,23.2,48.5,3,1,3,1,3,77.862394,267.68,1,0,0,0,0,WORK,OTHER
3252493,1,12,3,2,2014-12-07 11:43:53,2014-12-07 11:52:25,8.53,0.3484,2.45,3.1,1,1,1,1,1,7.856959,10.95,1,0,0,0,0,OTHER,OTHER
3252493,1,13,3,3,2014-12-07 12:03:22,2014-12-07 12:10:22,7.0,0.3332,2.86,3.1,1,1,1,1,1,151.373552,629.58,1,0,0,0,0,HOME,OTHER
3252493,1,14,3,4,2014-12-07 22:39:57,2014-12-07 22:52:40,12.72,5.9183,27.92,47.2,3,1,3,1,3,40.478341,0.0,1,0,0,0,0,OTHER,WORK
