sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3258539,2,1,1,1,2014-12-15 09:12:56,2014-12-15 09:19:11,6.25,2.7122,26.04,49.7,3,1,3,1,3,,72.37,1,0,0,0,0,HOME,OTHER
3258539,2,2,1,2,2014-12-15 10:31:33,2014-12-15 10:37:06,5.55,2.6738,28.91,49.7,3,1,3,1,3,22.625793,215.92,1,0,0,0,0,OTHER,HOME
3258539,2,3,1,3,2014-12-15 14:13:01,2014-12-15 14:16:42,3.68,1.6136,26.28,42.9,3,1,3,1,3,11.4588,32.13,1,0,0,0,0,HOME,OTHER
3258539,2,4,1,4,2014-12-15 14:48:50,2014-12-15 14:53:07,4.28,1.6314,22.85,45.4,3,1,3,1,3,7.855672,117.83,1,0,0,0,0,OTHER,HOME
3258539,2,5,1,5,2014-12-15 16:50:57,2014-12-15 16:58:10,7.22,2.711,22.54,44.7,3,1,3,1,3,44.084261,136.15,1,0,0,0,0,HOME,OTHER
3258539,2,6,1,6,2014-12-15 19:14:19,2014-12-15 19:20:40,6.35,2.7719,26.19,49.7,3,1,3,1,3,20.966599,1328.92,1,0,0,0,0,OTHER,HOME
3258539,2,7,2,1,2014-12-16 17:29:35,2014-12-16 17:35:22,5.78,2.7041,28.05,47.8,3,1,3,1,3,27.525021,97.95,1,0,0,0,0,HOME,OTHER
3258539,2,8,2,2,2014-12-16 19:13:19,2014-12-16 19:20:25,7.1,3.0479,25.76,47.8,3,1,3,1,3,23.877025,1231.68,1,0,0,0,0,OTHER,HOME
3258539,2,9,3,1,2014-12-17 15:52:06,2014-12-17 15:57:25,5.32,2.6955,30.42,47.2,3,1,3,1,3,9.567845,129.95,1,0,0,0,0,HOME,OTHER
3258539,2,10,3,2,2014-12-17 18:07:22,2014-12-17 18:13:25,6.05,2.6761,26.54,46.0,3,1,3,1,3,7.281047,0.0,1,0,0,0,0,OTHER,HOME
