sampno,perno,gpstripid,gpstravdayid,localid,time_local,gpsspeed
3214905,1,1,1,31,2014-12-02 15:55:16,1.2
3214905,1,1,1,32,2014-12-02 15:55:19,5.6
3214905,1,1,1,33,2014-12-02 15:55:22,8.7
3214905,1,1,1,34,2014-12-02 15:55:25,8.1
3214905,1,1,1,35,2014-12-02 15:55:28,6.2
3214905,1,1,1,36,2014-12-02 15:55:31,6.8
3214905,1,1,1,37,2014-12-02 15:55:34,6.8
3214905,1,1,1,38,2014-12-02 15:55:37,5.0
3214905,1,1,1,39,2014-12-02 15:55:40,5.0
3214905,1,1,1,40,2014-12-02 15:55:43,3.7
3214905,1,1,1,41,2014-12-02 15:55:46,2.5
3214905,1,1,1,42,2014-12-02 15:55:52,2.5
3214905,1,1,1,43,2014-12-02 15:55:55,4.3
3214905,1,1,1,44,2014-12-02 15:55:58,8.1
3214905,1,1,1,45,2014-12-02 15:56:01,8.7
3214905,1,1,1,46,2014-12-02 15:56:04,6.2
3214905,1,1,1,47,2014-12-02 15:56:07,5.6
3214905,1,1,1,48,2014-12-02 15:56:10,2.5
3214905,1,2,1,81,2014-12-02 16:04:51,1.2
3214905,1,2,1,82,2014-12-02 16:04:54,4.3
3214905,1,2,1,83,2014-12-02 16:04:57,3.7
3214905,1,2,1,84,2014-12-02 16:05:00,3.7
3214905,1,2,1,85,2014-12-02 16:05:03,2.5
3214905,1,2,1,86,2014-12-02 16:05:06,7.5
3214905,1,2,1,87,2014-12-02 16:05:09,11.2
3214905,1,2,1,88,2014-12-02 16:05:12,19.3
3214905,1,2,1,89,2014-12-02 16:05:15,22.4
3214905,1,2,1,90,2014-12-02 16:05:18,21.1
3214905,1,2,1,91,2014-12-02 16:05:21,18.6
3214905,1,2,1,92,2014-12-02 16:05:24,13.7
3214905,1,2,1,93,2014-12-02 16:05:27,8.7
3214905,1,2,1,94,2014-12-02 16:05:30,4.3
3214905,1,2,1,95,2014-12-02 16:05:33,1.9
3214905,1,2,1,96,2014-12-02 16:06:16,2.5
3214905,1,2,1,97,2014-12-02 16:06:19,8.1
3214905,1,2,1,98,2014-12-02 16:06:22,11.2
3214905,1,2,1,99,2014-12-02 16:06:25,16.2
3214905,1,2,1,100,2014-12-02 16:06:28,25.5
3214905,1,2,1,101,2014-12-02 16:06:31,29.8
3214905,1,2,1,102,2014-12-02 16:06:34,28.6
3214905,1,2,1,103,2014-12-02 16:06:37,31.7
3214905,1,2,1,104,2014-12-02 16:06:40,32.3
3214905,1,2,1,105,2014-12-02 16:06:43,31.7
3214905,1,2,1,106,2014-12-02 16:06:46,32.3
3214905,1,2,1,107,2014-12-02 16:06:49,34.8
3214905,1,2,1,108,2014-12-02 16:06:52,32.9
3214905,1,2,1,109,2014-12-02 16:06:55,31.7
3214905,1,2,1,110,2014-12-02 16:06:58,23.6
3214905,1,2,1,111,2014-12-02 16:07:01,16.8
3214905,1,2,1,112,2014-12-02 16:07:04,11.2
3214905,1,2,1,113,2014-12-02 16:07:44,1.2
3214905,1,2,1,114,2014-12-02 16:08:29,1.2
3214905,1,2,1,115,2014-12-02 16:08:54,1.9
3214905,1,2,1,116,2014-12-02 16:09:06,1.2
3214905,1,2,1,117,2014-12-02 16:09:09,1.9
3214905,1,2,1,118,2014-12-02 16:09:12,2.5
3214905,1,2,1,119,2014-12-02 16:09:15,1.9
3214905,1,2,1,120,2014-12-02 16:09:22,2.5
3214905,1,2,1,121,2014-12-02 16:09:25,3.1
3214905,1,2,1,122,2014-12-02 16:09:28,3.1
3214905,1,2,1,123,2014-12-02 16:09:31,4.3
3214905,1,2,1,124,2014-12-02 16:09:34,3.1
3214905,1,2,1,125,2014-12-02 16:09:37,2.9
3214905,1,2,1,126,2014-12-02 16:09:40,2.5
3214905,1,2,1,127,2014-12-02 16:09:45,1.9
3214905,1,2,1,128,2014-12-02 16:09:48,3.1
3214905,1,3,1,129,2014-12-02 16:10:10,1.2
3214905,1,3,1,130,2014-12-02 16:10:13,1.9
3214905,1,3,1,131,2014-12-02 16:10:25,1.2
3214905,1,3,1,132,2014-12-02 16:10:28,1.9
3214905,1,3,1,133,2014-12-02 16:10:31,2.5
3214905,1,3,1,134,2014-12-02 16:10:34,8.7
3214905,1,3,1,135,2014-12-02 16:10:37,7.5
3214905,1,3,1,136,2014-12-02 16:10:40,9.9
3214905,1,3,1,137,2014-12-02 16:10:43,13.0
3214905,1,3,1,138,2014-12-02 16:10:46,8.1
3214905,1,3,1,139,2014-12-02 16:10:49,3.7
3214905,1,3,1,140,2014-12-02 16:10:52,7.5
3214905,1,3,1,141,2014-12-02 16:10:55,13.0
3214905,1,3,1,142,2014-12-02 16:10:58,4.3
3214905,1,3,1,143,2014-12-02 16:11:01,10.6
3214905,1,3,1,144,2014-12-02 16:11:04,20.5
3214905,1,3,1,145,2014-12-02 16:11:07,30.4
3214905,1,3,1,146,2014-12-02 16:11:10,35.4
3214905,1,3,1,147,2014-12-02 16:11:13,37.9
3214905,1,3,1,148,2014-12-02 16:11:16,36.7
3214905,1,3,1,149,2014-12-02 16:11:19,37.9
3214905,1,3,1,150,2014-12-02 16:11:22,36.7
3214905,1,3,1,151,2014-12-02 16:11:25,36.0
3214905,1,3,1,152,2014-12-02 16:11:28,31.7
3214905,1,3,1,153,2014-12-02 16:11:31,17.4
3214905,1,3,1,154,2014-12-02 16:11:34,18.0
3214905,1,3,1,155,2014-12-02 16:11:37,22.4
3214905,1,3,1,156,2014-12-02 16:11:40,24.9
3214905,1,3,1,157,2014-12-02 16:11:43,26.1
3214905,1,3,1,158,2014-12-02 16:11:46,29.2
3214905,1,3,1,159,2014-12-02 16:11:49,30.4
3214905,1,3,1,160,2014-12-02 16:11:52,29.8
3214905,1,3,1,161,2014-12-02 16:11:55,31.1
3214905,1,3,1,162,2014-12-02 16:11:58,28.0
3214905,1,3,1,163,2014-12-02 16:12:01,24.2
3214905,1,3,1,164,2014-12-02 16:12:04,17.4
3214905,1,3,1,165,2014-12-02 16:12:07,9.3
3214905,1,3,1,166,2014-12-02 16:12:10,9.9
3214905,1,3,1,167,2014-12-02 16:12:13,8.7
3214905,1,3,1,168,2014-12-02 16:12:20,2.5
3214905,1,3,1,169,2014-12-02 16:12:23,13.7
3214905,1,3,1,170,2014-12-02 16:12:26,26.7
3214905,1,3,1,171,2014-12-02 16:12:29,30.4
3214905,1,3,1,172,2014-12-02 16:12:32,27.3
3214905,1,3,1,173,2014-12-02 16:12:35,21.7
3214905,1,3,1,174,2014-12-02 16:12:38,13.7
3214905,1,3,1,175,2014-12-02 16:12:41,18.6
3214905,1,3,1,176,2014-12-02 16:12:44,24.2
3214905,1,3,1,177,2014-12-02 16:12:47,26.7
3214905,1,3,1,178,2014-12-02 16:12:50,26.1
3214905,1,3,1,179,2014-12-02 16:12:53,26.7
3214905,1,3,1,180,2014-12-02 16:12:56,20.5
3214905,1,3,1,181,2014-12-02 16:12:59,15.5
3214905,1,3,1,182,2014-12-02 16:13:02,13.7
3214905,1,3,1,183,2014-12-02 16:13:05,11.2
3214905,1,3,1,184,2014-12-02 16:13:08,14.9
3214905,1,3,1,185,2014-12-02 16:13:11,15.5
3214905,1,3,1,186,2014-12-02 16:13:14,19.9
3214905,1,3,1,187,2014-12-02 16:13:17,21.7
3214905,1,3,1,188,2014-12-02 16:13:20,19.3
3214905,1,3,1,189,2014-12-02 16:13:23,21.7
3214905,1,3,1,190,2014-12-02 16:13:26,20.5
3214905,1,3,1,191,2014-12-02 16:13:29,21.1
3214905,1,3,1,192,2014-12-02 16:13:32,24.2
3214905,1,3,1,193,2014-12-02 16:13:35,23.6
3214905,1,3,1,194,2014-12-02 16:13:38,25.5
3214905,1,3,1,195,2014-12-02 16:13:41,24.9
3214905,1,3,1,196,2014-12-02 16:13:44,23.6
3214905,1,3,1,197,2014-12-02 16:13:47,24.2
3214905,1,3,1,198,2014-12-02 16:13:50,24.2
3214905,1,3,1,199,2014-12-02 16:13:53,25.5
3214905,1,3,1,200,2014-12-02 16:13:56,26.1
3214905,1,3,1,201,2014-12-02 16:13:59,26.7
3214905,1,3,1,202,2014-12-02 16:14:02,27.3
3214905,1,3,1,203,2014-12-02 16:14:05,26.7
3214905,1,3,1,204,2014-12-02 16:14:08,24.2
3214905,1,3,1,205,2014-12-02 16:14:11,23.6
3214905,1,3,1,206,2014-12-02 16:14:14,23.0
3214905,1,3,1,207,2014-12-02 16:14:17,23.0
3214905,1,3,1,208,2014-12-02 16:14:20,23.6
3214905,1,3,1,209,2014-12-02 16:14:23,22.4
3214905,1,3,1,210,2014-12-02 16:14:26,24.2
3214905,1,3,1,211,2014-12-02 16:14:29,23.6
3214905,1,3,1,212,2014-12-02 16:14:32,22.4
3214905,1,3,1,213,2014-12-02 16:14:35,21.7
3214905,1,3,1,214,2014-12-02 16:14:38,18.0
3214905,1,3,1,215,2014-12-02 16:14:41,10.6
3214905,1,3,1,216,2014-12-02 16:14:44,6.2
3214905,1,3,1,217,2014-12-02 16:14:47,13.0
3214905,1,3,1,218,2014-12-02 16:14:50,10.6
3214905,1,3,1,219,2014-12-02 16:14:53,3.1
3214905,1,3,1,220,2014-12-02 16:15:14,1.9
3214905,1,3,1,221,2014-12-02 16:15:25,1.9
3214905,1,3,1,222,2014-12-02 16:16:12,1.9
3214905,1,3,1,223,2014-12-02 16:16:15,4.3
3214905,1,3,1,224,2014-12-02 16:16:18,4.3
3214905,1,3,1,225,2014-12-02 16:16:21,5.0
3214905,1,3,1,226,2014-12-02 16:16:24,9.9
3214905,1,3,1,227,2014-12-02 16:16:27,9.3
3214905,1,3,1,228,2014-12-02 16:16:30,10.6
