sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3229455,2,1,2,1,2014-12-10 11:56:20,2014-12-10 12:02:14,5.9,0.9107,9.26,27.3,3,2,"3,1",2,"1,3",,5.45,1,0,0,0,0,HOME,OTHER
3229455,2,2,2,2,2014-12-10 12:07:41,2014-12-10 12:11:15,3.57,0.9496,15.98,29.2,3,1,3,1,3,160.515213,133.8,1,0,0,0,0,OTHER,HOME
3229455,2,3,2,3,2014-12-10 14:25:03,2014-12-10 14:29:21,4.3,0.8651,12.07,26.1,3,2,"3,1",2,"1,3",55.088688,8.8,1,0,0,0,0,HOME,OTHER
3229455,2,4,2,4,2014-12-10 14:38:09,2014-12-10 14:41:21,3.2,0.1642,3.08,11.2,1,2,"1,3",2,"1,3",57.149165,4.78,1,0,0,1,0,OTHER,OTHER
3229455,2,5,2,5,2014-12-10 14:46:08,2014-12-10 14:49:22,3.23,0.8558,15.88,32.9,3,1,3,1,3,45.070625,398.9,1,0,0,0,0,OTHER,HOME
3229455,2,6,2,6,2014-12-10 21:28:16,2014-12-10 21:32:10,3.9,1.2237,18.83,39.1,3,1,3,1,3,20.735657,2.98,1,0,0,0,0,HOME,OTHER
3229455,2,7,2,7,2014-12-10 21:35:09,2014-12-10 21:41:34,6.42,2.06,19.26,46.6,3,1,3,1,3,15.713777,5.18,1,0,0,0,0,OTHER,OTHER
3229455,2,8,2,8,2014-12-10 21:46:45,2014-12-10 21:48:45,2.0,0.5784,17.35,41.6,3,1,3,1,3,93.261234,0.6,1,0,0,0,0,OTHER,OTHER
3229455,2,9,2,9,2014-12-10 21:49:21,2014-12-10 21:55:06,5.75,2.6148,27.28,43.5,3,1,3,1,3,27.751366,4.62,1,0,0,0,0,OTHER,OTHER
3229455,2,10,2,10,2014-12-10 21:59:43,2014-12-10 22:02:44,3.02,0.9926,19.74,39.8,3,1,3,1,3,91.51733,0.0,1,0,0,0,0,OTHER,HOME
