sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3232014,1,1,1,1,2014-12-19 06:40:35,2014-12-19 06:57:17,16.7,7.6008,27.31,65.2,3,2,"3,1",2,"1,3",,495.22,1,0,0,0,0,HOME,WORK
3232014,1,2,1,2,2014-12-19 15:12:30,2014-12-19 15:20:37,8.12,1.2579,9.3,46.0,3,2,"3,1",2,"1,3",7617.499829,1.08,1,0,0,0,0,OTHER,OTHER
3232014,1,3,1,3,2014-12-19 15:21:42,2014-12-19 15:33:22,11.67,5.9127,30.41,70.2,3,2,"1,3",2,"1,3",41.925008,1257.5,1,0,0,0,0,OTHER,HOME
3232014,1,4,2,1,2014-12-20 12:30:52,2014-12-20 12:34:41,3.82,1.0136,15.93,39.8,3,2,"3,1",2,"1,3",33.291021,237.17,1,0,0,0,0,HOME,OTHER
3232014,1,5,2,2,2014-12-20 16:31:51,2014-12-20 16:35:04,3.22,0.9676,18.05,39.8,3,1,3,1,3,37.231725,311.82,1,0,0,0,0,OTHER,HOME
3232014,1,6,2,3,2014-12-20 21:46:53,2014-12-20 22:00:00,13.12,0.4073,1.86,3.7,1,1,1,1,1,61021.983983,83.38,1,0,0,0,0,OTHER,OTHER
3232014,1,7,2,4,2014-12-20 23:23:23,2014-12-20 23:29:25,6.03,0.2747,2.73,3.7,1,1,1,1,1,92.223317,7.32,1,0,0,0,0,OTHER,OTHER
3232014,1,8,2,5,2014-12-20 23:36:44,2014-12-20 23:37:05,0.35,0.0135,2.31,1.9,1,1,1,1,1,285.130262,101.78,1,0,0,0,0,OTHER,OTHER
3232014,1,9,2,6,2014-12-21 01:18:52,2014-12-21 01:26:04,7.2,0.2781,2.32,2.5,1,1,1,1,1,90.310711,78.4,1,0,0,0,0,OTHER,OTHER
3232014,1,10,2,7,2014-12-21 02:44:28,2014-12-21 02:59:00,14.53,0.511,2.11,3.1,1,1,1,1,1,44.426586,7.62,1,0,0,0,0,OTHER,OTHER
3232014,1,11,3,1,2014-12-21 03:06:37,2014-12-21 03:30:03,23.43,16.2673,41.65,75.8,3,2,"1,3",2,"1,3",199.478685,0.0,1,0,0,0,0,OTHER,HOME
