sampno,perno,gpstripid,gpstravdayid,localid,time_local,gpsspeed
3214018,2,1,1,180,2014-12-16 13:12:52,1.2
3214018,2,1,1,181,2014-12-16 13:13:56,1.9
3214018,2,1,1,182,2014-12-16 13:14:00,2.5
3214018,2,1,1,183,2014-12-16 13:14:03,10.6
3214018,2,1,1,184,2014-12-16 13:14:06,13.0
3214018,2,1,1,185,2014-12-16 13:14:09,10.6
3214018,2,1,1,186,2014-12-16 13:14:12,12.4
3214018,2,1,1,187,2014-12-16 13:14:15,17.4
3214018,2,1,1,188,2014-12-16 13:14:18,18.6
3214018,2,1,1,189,2014-12-16 13:14:21,17.4
3214018,2,1,1,190,2014-12-16 13:14:24,15.5
3214018,2,1,1,191,2014-12-16 13:14:27,13.7
3214018,2,1,1,192,2014-12-16 13:14:30,14.9
3214018,2,1,1,193,2014-12-16 13:14:33,13.7
3214018,2,1,1,194,2014-12-16 13:14:36,15.5
3214018,2,1,1,195,2014-12-16 13:14:39,20.5
3214018,2,1,1,196,2014-12-16 13:14:42,25.5
3214018,2,1,1,197,2014-12-16 13:14:45,22.4
3214018,2,1,1,198,2014-12-16 13:14:48,19.9
3214018,2,1,1,199,2014-12-16 13:14:50,16.3
3214018,2,1,1,200,2014-12-16 13:14:53,10.6
3214018,2,1,1,201,2014-12-16 13:14:56,3.7
3214018,2,1,1,202,2014-12-16 13:14:59,9.9
3214018,2,1,1,203,2014-12-16 13:15:02,19.9
3214018,2,1,1,204,2014-12-16 13:15:05,26.1
3214018,2,1,1,205,2014-12-16 13:15:08,33.6
3214018,2,1,1,206,2014-12-16 13:15:11,38.5
3214018,2,1,1,207,2014-12-16 13:15:14,41.0
3214018,2,1,1,208,2014-12-16 13:15:17,42.9
3214018,2,1,1,209,2014-12-16 13:15:20,42.3
3214018,2,1,1,210,2014-12-16 13:15:23,41.6
3214018,2,1,1,211,2014-12-16 13:15:26,41.6
3214018,2,1,1,212,2014-12-16 13:15:29,41.6
3214018,2,1,1,213,2014-12-16 13:15:32,41.6
3214018,2,1,1,214,2014-12-16 13:15:35,42.3
3214018,2,1,1,215,2014-12-16 13:15:38,42.9
3214018,2,1,1,216,2014-12-16 13:15:41,42.9
3214018,2,1,1,217,2014-12-16 13:15:44,41.6
3214018,2,1,1,218,2014-12-16 13:15:47,41.6
3214018,2,1,1,219,2014-12-16 13:15:50,42.3
3214018,2,1,1,220,2014-12-16 13:15:53,41.6
3214018,2,1,1,221,2014-12-16 13:15:56,43.5
3214018,2,1,1,222,2014-12-16 13:15:59,42.3
3214018,2,1,1,223,2014-12-16 13:16:02,42.3
3214018,2,1,1,224,2014-12-16 13:16:05,41.6
3214018,2,1,1,225,2014-12-16 13:16:08,39.8
3214018,2,1,1,226,2014-12-16 13:16:11,36.7
3214018,2,1,1,227,2014-12-16 13:16:14,30.4
3214018,2,1,1,228,2014-12-16 13:16:17,25.5
3214018,2,1,1,229,2014-12-16 13:16:20,13.0
3214018,2,1,1,230,2014-12-16 13:16:23,10.6
3214018,2,1,1,231,2014-12-16 13:16:26,21.7
3214018,2,1,1,232,2014-12-16 13:16:29,32.3
3214018,2,1,1,233,2014-12-16 13:16:32,39.1
3214018,2,1,1,234,2014-12-16 13:16:35,43.5
3214018,2,1,1,235,2014-12-16 13:16:38,47.8
3214018,2,1,1,236,2014-12-16 13:16:41,49.7
3214018,2,1,1,237,2014-12-16 13:16:44,51.0
3214018,2,1,1,238,2014-12-16 13:16:47,49.1
3214018,2,1,1,239,2014-12-16 13:16:50,48.5
3214018,2,1,1,240,2014-12-16 13:16:53,47.2
3214018,2,1,1,241,2014-12-16 13:16:56,46.0
3214018,2,1,1,242,2014-12-16 13:16:59,47.2
3214018,2,1,1,243,2014-12-16 13:17:02,47.2
3214018,2,1,1,244,2014-12-16 13:17:05,47.8
3214018,2,1,1,245,2014-12-16 13:17:08,46.6
3214018,2,1,1,246,2014-12-16 13:17:11,47.2
3214018,2,1,1,247,2014-12-16 13:17:14,46.0
3214018,2,1,1,248,2014-12-16 13:17:17,46.6
3214018,2,1,1,249,2014-12-16 13:17:20,46.6
3214018,2,1,1,250,2014-12-16 13:17:23,45.4
3214018,2,1,1,251,2014-12-16 13:17:26,44.1
3214018,2,1,1,252,2014-12-16 13:17:29,41.6
3214018,2,1,1,253,2014-12-16 13:17:32,39.1
3214018,2,1,1,254,2014-12-16 13:17:35,36.0
3214018,2,1,1,255,2014-12-16 13:17:38,30.4
3214018,2,1,1,256,2014-12-16 13:17:41,19.9
3214018,2,1,1,257,2014-12-16 13:17:44,8.1
3214018,2,1,1,258,2014-12-16 13:17:50,2.5
3214018,2,1,1,259,2014-12-16 13:17:53,12.4
3214018,2,1,1,260,2014-12-16 13:17:56,20.5
3214018,2,1,1,261,2014-12-16 13:17:59,29.8
3214018,2,1,1,262,2014-12-16 13:18:02,35.4
3214018,2,1,1,263,2014-12-16 13:18:05,37.9
3214018,2,1,1,264,2014-12-16 13:18:08,39.1
3214018,2,1,1,265,2014-12-16 13:18:11,40.4
3214018,2,1,1,266,2014-12-16 13:18:14,39.8
3214018,2,1,1,267,2014-12-16 13:18:17,40.4
3214018,2,1,1,268,2014-12-16 13:18:20,40.4
3214018,2,1,1,269,2014-12-16 13:18:23,42.3
3214018,2,1,1,270,2014-12-16 13:18:26,41.0
3214018,2,1,1,271,2014-12-16 13:18:29,40.4
3214018,2,1,1,272,2014-12-16 13:18:32,40.4
3214018,2,1,1,273,2014-12-16 13:18:35,40.4
3214018,2,1,1,274,2014-12-16 13:18:38,41.6
3214018,2,1,1,275,2014-12-16 13:18:41,42.3
3214018,2,1,1,276,2014-12-16 13:18:44,42.9
3214018,2,1,1,277,2014-12-16 13:18:47,42.3
3214018,2,1,1,278,2014-12-16 13:18:50,41.0
3214018,2,1,1,279,2014-12-16 13:18:53,41.0
3214018,2,1,1,280,2014-12-16 13:18:56,41.6
3214018,2,1,1,281,2014-12-16 13:18:59,43.5
3214018,2,1,1,282,2014-12-16 13:19:02,44.1
3214018,2,1,1,283,2014-12-16 13:19:05,44.1
3214018,2,1,1,284,2014-12-16 13:19:08,39.1
3214018,2,1,1,285,2014-12-16 13:19:11,37.3
3214018,2,1,1,286,2014-12-16 13:19:14,35.4
3214018,2,1,1,287,2014-12-16 13:19:17,34.8
3214018,2,1,1,288,2014-12-16 13:19:20,33.6
3214018,2,1,1,289,2014-12-16 13:19:23,28.6
3214018,2,1,1,290,2014-12-16 13:19:26,19.3
3214018,2,1,1,291,2014-12-16 13:19:29,8.1
3214018,2,1,1,292,2014-12-16 13:20:07,1.2
3214018,2,1,1,293,2014-12-16 13:20:10,8.1
3214018,2,1,1,294,2014-12-16 13:20:13,18.6
3214018,2,1,1,295,2014-12-16 13:20:16,28.6
3214018,2,1,1,296,2014-12-16 13:20:19,33.6
3214018,2,1,1,297,2014-12-16 13:20:22,40.4
3214018,2,1,1,298,2014-12-16 13:20:25,42.9
3214018,2,1,1,299,2014-12-16 13:20:28,44.7
3214018,2,1,1,300,2014-12-16 13:20:31,44.7
3214018,2,1,1,301,2014-12-16 13:20:34,43.5
3214018,2,1,1,302,2014-12-16 13:20:37,42.9
3214018,2,1,1,303,2014-12-16 13:20:40,42.3
3214018,2,1,1,304,2014-12-16 13:20:43,40.4
3214018,2,1,1,305,2014-12-16 13:20:46,37.9
