1.0,1.62727272727,1.9,0.7,0.0,0.0,-0.433333333333,0.433333333333,1.2,1.2,1.2,1.9,1.9,2.5,-0.233333333333,-0.233333333333,0.0,0.0,0.233333333333,0.233333333333
1.0,1.61625207297,1.9,0.7,0.0,0.0,-0.633333333333,0.633333333333,1.2,1.2,1.2,1.9,1.9,2.5,-0.433333333333,-0.233333333333,0.0,0.0,0.233333333333,0.433333333333
1.0,1.88372093023,1.9,1.3,0.00136452241715,0.0,-0.433333333333,0.433333333333,1.2,1.2,1.2,2.5,2.5,3.1,-0.433333333333,-0.233333333333,-0.183333333333,0.183333333333,0.233333333333,0.433333333333
6.0,13.0772727273,13.7,12.4,-0.000968188105118,0.0,-2.9,3.1,1.2,1.9,6.2,18.6,24.2,27.054,-2.24666666667,-1.23333333333,-0.233333333333,0.233333333333,1.23333333333,2.46666666667
3.0,43.6697412823,45.4,29.2,-0.00129431626337,0.0,-5.8,4.76666666667,1.9,20.5,28.6,57.8,67.7,75.8,-2.748,-0.633333333333,-0.2,0.233333333333,0.633333333333,2.748
1.0,1.66927083333,1.9,0.7,-0.0022687609075,0.0,-0.633333333333,0.633333333333,1.2,1.2,1.2,1.9,1.9,3.1,-0.433333333333,-0.233333333333,0.0,0.0,0.233333333333,0.453333333333
3.0,30.3290055249,30.4,31.55,0.00175438596491,0.0,-5.4,8.06666666667,1.2,5.6,14.45,46.0,51.6,60.3,-4.10666666667,-2.26666666667,-1.03333333333,0.833333333333,2.46666666667,4.92666666667
1.0,1.51877133106,1.2,0.7,0.0,0.0,-0.266666666667,0.233333333333,1.2,1.2,1.2,1.9,1.9,1.9,-0.233333333333,-0.233333333333,0.0,0.0,0.233333333333,0.233333333333
1.0,1.8524137931,1.9,0.7,-0.00138408304498,0.0,-0.633333333333,0.833333333333,1.2,1.2,1.2,1.9,2.5,3.1,-0.433333333333,-0.233333333333,-0.2,0.2,0.233333333333,0.433333333333
3.0,32.4870748299,36.0,29.2,0.00296803652968,0.0,-4.76666666667,5.2,1.2,7.58,18.0,47.2,51.84,58.124,-4.36666666667,-2.25,-0.833333333333,0.633333333333,2.38333333333,4.80666666667
3.0,16.630952381,12.7,18.45,0.00569105691057,0.0,-7.46666666667,5.56666666667,1.2,2.5,8.7,27.15,32.18,42.9,-5.96,-2.66666666667,-1.86666666667,1.43333333333,3.13333333333,5.24666666667
3.0,16.0581395349,13.0,14.6,0.0190476190476,-0.316666666667,-5.36666666667,5.2,1.494,3.34,8.1,22.7,36.08,40.496,-4.779,-2.65666666667,-1.25833333333,1.43333333333,3.28333333333,5.02233333333
3.0,25.2388349515,25.8,25.8,-0.00308943089431,0.0,-6.0,5.6,1.2,5.3,11.35,37.15,44.4,49.67,-4.75866666667,-2.7,-1.43333333333,1.63333333333,2.7,4.16533333333
3.0,32.4252840909,35.7,22.625,-2.49088499115e-17,0.0,-5.4,4.76666666667,1.557,9.36,21.475,44.1,50.3,55.3,-4.66666666667,-2.7,-0.833333333333,0.833333333333,2.7,4.43333333333
3.0,34.8240223464,35.4,24.9,0.00243445692884,0.0,-5.8,4.56666666667,1.2,8.7,20.5,45.4,63.16,73.586,-4.17933333333,-2.26666666667,-0.833333333333,0.633333333333,2.3,4.141
3.0,31.5322580645,28.3,34.8,4.08081976619e-17,0.0,-6.0,5.4,1.2,7.8,14.9,49.7,57.5,69.09,-5.204,-2.60666666667,-0.6,0.833333333333,2.4,4.26266666667
3.0,33.4287671233,37.3,23.0,-0.000641025641026,0.0,-5.16666666667,5.8,1.9,11.2,23.0,46.0,48.5,51.6,-4.34566666667,-2.29,-0.633333333333,0.6,2.41666666667,5.16666666667
3.0,33.4348973607,37.3,26.1,-0.00186274509804,0.0,-4.76666666667,5.2,1.2,9.9,20.5,46.6,49.7,52.2,-4.55366666667,-2.7,-0.808333333333,0.6,2.7,4.96666666667
3.0,31.6715736041,31.1,23.6,0.00221088435374,0.0,-4.13333333333,4.16666666667,1.2,9.06,18.0,41.6,62.86,69.6,-3.74333333333,-1.86666666667,-0.808333333333,0.633333333333,2.06666666667,3.755
3.0,16.4063829787,17.4,17.1,-1.93082265152e-17,0.2,-5.16666666667,3.73333333333,1.2,1.9,7.45,24.55,32.54,35.124,-4.52166666667,-2.7,-0.983333333333,1.03333333333,2.36666666667,3.53833333333
3.0,14.3490566038,13.0,13.6,-0.0205128205128,0.0,-3.13333333333,3.3,2.212,4.3,8.1,21.7,24.2,26.988,-3.11633333333,-1.86666666667,-0.833333333333,0.633333333333,1.62666666667,3.215
3.0,29.3079439252,28.0,29.8,0.00093896713615,0.0,-4.96666666667,5.36666666667,1.9,5.6,14.3,44.1,51.42,60.822,-4.10933333333,-2.43333333333,-0.833333333333,0.633333333333,2.49333333333,4.56266666667
3.0,31.541160221,33.6,22.25,0.000646352723915,0.0,-5.36666666667,5.6,1.2,10.6,21.25,43.5,47.74,51.834,-4.29333333333,-2.06666666667,-0.633333333333,0.633333333333,2.3,4.56666666667
3.0,60.8668381933,69.6,17.4,0.00118230358505,0.0,-6.0,5.2,1.9,23.48,57.2,74.6,77.0,79.864,-3.42166666667,-0.6,-0.2,0.2,0.6,3.1
3.0,26.0867032967,26.1,25.5,-0.0004767143381,0.0,-6.63333333333,5.6,1.2,4.3,11.2,36.7,44.7,70.092,-3.73333333333,-1.46666666667,-0.433333333333,0.6,1.3,4.164
3.0,32.5112765957,31.1,26.8,-2.22518047579e-17,0.0,-4.56666666667,5.6,1.2,5.54,15.5,42.3,65.9,69.279,-3.73333333333,-1.86666666667,-0.433333333333,0.433333333333,1.86666666667,3.93333333333
3.0,43.6697412823,45.4,29.2,-0.00129431626337,0.0,-5.8,4.76666666667,1.9,20.5,28.6,57.8,67.7,75.8,-2.748,-0.633333333333,-0.2,0.233333333333,0.633333333333,2.748
1.0,63.6792202228,71.5,9.9,-0.000100014287755,0.0,-6.23333333333,6.0,1.9,37.9,63.4,73.3,75.2,76.802,-2.68933333333,-0.4,0.0,0.0,0.4,2.7
3.0,30.3290055249,30.4,31.55,0.00175438596491,0.0,-5.4,8.06666666667,1.2,5.6,14.45,46.0,51.6,60.3,-4.10666666667,-2.26666666667,-1.03333333333,0.833333333333,2.46666666667,4.92666666667
1.0,2.26711409396,2.5,0.6,0.0,0.0,-0.633333333333,0.5,1.2,1.9,1.9,2.5,2.5,3.1,-0.306666666667,-0.2,0.0,0.0,0.2,0.4
1.0,2.17107061503,2.5,0.6,-0.000532724505327,0.0,-0.633333333333,0.433333333333,1.2,1.9,1.9,2.5,2.5,3.1,-0.4,-0.2,0.0,0.0,0.2,0.433333333333
3.0,28.2248995984,34.2,31.1,-0.00174731182796,0.0,-3.73333333333,4.36666666667,1.2,4.3,11.2,42.3,45.52,47.8,-3.73333333333,-1.86666666667,-0.608333333333,0.6,1.84333333333,4.03933333333
1.0,1.55365853659,1.2,0.7,0.00288065843621,0.0,-0.433333333333,0.233333333333,1.2,1.2,1.2,1.9,1.9,2.5,-0.433333333333,-0.233333333333,0.0,0.0,0.233333333333,0.233333333333
1.0,2.03156779661,1.9,0.6,0.000424628450106,0.0,-0.633333333333,0.633333333333,1.2,1.2,1.9,2.5,2.5,3.1,-0.433333333333,-0.2,-0.116666666667,0.116666666667,0.2,0.433333333333
1.0,2.11400437637,1.9,0.6,0.0,0.0,-0.633333333333,0.433333333333,1.2,1.2,1.9,2.5,2.5,3.1,-0.233333333333,-0.2,0.0,0.0,0.2,0.433333333333
6.0,17.3160447761,18.0,23.0,7.48464960421e-18,0.0,-5.16666666667,3.3,1.2,1.2,5.6,28.6,32.9,36.0,-2.836,-1.23333333333,-0.416666666667,0.433333333333,1.24666666667,2.7
1.0,1.79834710744,1.9,1.3,0.0,0.0,-0.633333333333,0.433333333333,1.2,1.2,1.2,2.5,2.5,3.1,-0.595333333333,-0.233333333333,-0.2,0.2,0.233333333333,0.433333333333
3.0,29.4329166667,35.1,24.95,-0.00181311018131,0.0,-4.96666666667,4.96666666667,1.2,8.1,16.2,41.15,44.1,46.6,-4.05733333333,-1.64,-0.433333333333,0.416666666667,1.5,3.73333333333
3.0,34.952023988,34.2,37.0,0.0019019019019,0.0,-4.76666666667,4.83333333333,1.2,6.2,18.0,55.0,64.6,69.0,-3.59166666667,-1.46666666667,-0.433333333333,0.433333333333,1.66666666667,4.145
3.0,26.0867032967,26.1,25.5,-0.0004767143381,0.0,-6.63333333333,5.6,1.2,4.3,11.2,36.7,44.7,70.092,-3.73333333333,-1.46666666667,-0.433333333333,0.6,1.3,4.164
3.0,32.5112765957,31.1,26.8,-2.22518047579e-17,0.0,-4.56666666667,5.6,1.2,5.54,15.5,42.3,65.9,69.279,-3.73333333333,-1.86666666667,-0.433333333333,0.433333333333,1.86666666667,3.93333333333
