sampno,persons_count,persons_count_gps,travel_day1,gps_trips_td,gps_trips_23,diary_trips_td,gps_complete,diary_complete,gps_diary_complete
3208181,2,2,2014-12-16 00:00:00,6,21,6,1,1,1
