sampno,perno,gpstripid,gpstravdayid,localid,time_local,gpsspeed
3256539,1,1,1,1,2014-12-02 12:38:53,31.3
3256539,1,1,1,2,2014-12-02 12:38:56,28.0
3256539,1,1,1,3,2014-12-02 12:38:59,26.7
3256539,1,1,1,4,2014-12-02 12:39:02,23.6
3256539,1,1,1,5,2014-12-02 12:39:05,16.8
3256539,1,1,1,6,2014-12-02 12:39:08,11.8
3256539,1,1,1,7,2014-12-02 12:39:11,7.5
3256539,1,1,1,8,2014-12-02 12:39:14,6.8
3256539,1,1,1,9,2014-12-02 12:39:17,9.9
3256539,1,1,1,10,2014-12-02 12:39:20,11.8
3256539,1,1,1,11,2014-12-02 12:39:23,10.6
3256539,1,1,1,12,2014-12-02 12:39:26,8.1
3256539,1,1,1,13,2014-12-02 12:39:29,1.9
3256539,1,1,1,14,2014-12-02 12:39:45,2.5
3256539,1,1,1,15,2014-12-02 12:40:03,1.2
3256539,1,1,1,16,2014-12-02 12:41:01,1.2
3256539,1,1,1,17,2014-12-02 12:41:16,1.9
3256539,1,1,1,18,2014-12-02 12:41:19,11.2
3256539,1,1,1,19,2014-12-02 12:41:22,18.0
3256539,1,1,1,20,2014-12-02 12:41:25,21.7
3256539,1,1,1,21,2014-12-02 12:41:28,30.4
3256539,1,1,1,22,2014-12-02 12:41:31,33.6
3256539,1,1,1,23,2014-12-02 12:41:34,37.9
3256539,1,1,1,24,2014-12-02 12:41:37,41.6
3256539,1,1,1,25,2014-12-02 12:41:40,42.3
3256539,1,1,1,26,2014-12-02 12:41:43,41.0
3256539,1,1,1,27,2014-12-02 12:41:46,37.9
3256539,1,1,1,28,2014-12-02 12:41:49,34.2
3256539,1,1,1,29,2014-12-02 12:41:52,28.6
3256539,1,1,1,30,2014-12-02 12:41:55,22.4
3256539,1,1,1,31,2014-12-02 12:41:58,14.3
3256539,1,1,1,32,2014-12-02 12:42:01,8.7
3256539,1,1,1,33,2014-12-02 12:42:04,1.9
3256539,1,1,1,34,2014-12-02 12:42:07,3.7
3256539,1,1,1,35,2014-12-02 12:42:10,11.2
3256539,1,1,1,36,2014-12-02 12:42:13,20.5
3256539,1,1,1,37,2014-12-02 12:42:16,28.0
3256539,1,1,1,38,2014-12-02 12:42:19,32.9
3256539,1,1,1,39,2014-12-02 12:42:22,32.9
3256539,1,1,1,40,2014-12-02 12:42:25,34.8
3256539,1,1,1,41,2014-12-02 12:42:28,37.9
3256539,1,1,1,42,2014-12-02 12:42:31,40.4
3256539,1,1,1,43,2014-12-02 12:42:34,39.8
