sampno,persons_count,persons_count_gps,travel_day1,gps_trips_td,gps_trips_23,diary_trips_td,gps_complete,diary_complete,gps_diary_complete
3232014,1,1,2014-12-19 00:00:00,3,8,4,1,1,1
