sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3233836,3,2,1,1,2014-12-17 07:04:08,2014-12-17 07:15:11,11.05,5.3306,28.94,46.0,3,1,3,1,3,15.717273,32.22,1,0,0,0,0,WORK,HOME
3233836,3,3,1,2,2014-12-17 07:47:24,2014-12-17 08:00:59,13.58,5.2534,23.21,55.3,3,1,3,1,3,7.859174,17.47,1,0,0,0,0,HOME,OTHER
3233836,3,4,1,3,2014-12-17 08:18:27,2014-12-17 08:25:56,7.48,3.9043,31.3,60.3,3,1,3,1,3,29.718234,10.25,1,0,0,0,0,OTHER,OTHER
3233836,3,5,1,4,2014-12-17 08:36:11,2014-12-17 08:40:42,4.52,1.1514,15.3,26.7,3,1,3,1,3,11.481191,813.33,1,0,0,0,0,OTHER,HOME
3233836,3,6,1,5,2014-12-17 22:14:02,2014-12-17 22:23:44,9.7,4.8413,29.95,47.8,3,1,3,1,3,1236.863596,526.28,1,0,0,0,0,HOME,WORK
3233836,3,7,2,1,2014-12-18 07:10:01,2014-12-18 07:19:58,9.95,5.2843,31.86,52.8,3,1,3,1,3,11.831021,17.03,1,0,0,0,0,WORK,HOME
3233836,3,8,2,2,2014-12-18 07:37:00,2014-12-18 07:48:10,11.17,5.1594,27.72,72.1,3,1,3,1,3,23.95264,20.72,1,0,0,0,0,HOME,OTHER
3233836,3,9,2,3,2014-12-18 08:08:53,2014-12-18 08:15:05,6.2,3.8917,37.66,57.2,3,1,3,1,3,38.762234,16.07,1,0,0,0,0,OTHER,OTHER
3233836,3,10,2,4,2014-12-18 08:31:09,2014-12-18 08:36:02,4.88,1.1526,14.16,28.0,3,1,3,1,3,16.105129,828.75,1,0,0,0,0,OTHER,HOME
3233836,3,11,2,5,2014-12-18 22:24:47,2014-12-18 22:31:03,6.27,2.6596,25.46,49.7,3,1,3,1,3,18.125187,0.32,1,0,0,0,0,HOME,OTHER
3233836,3,12,2,6,2014-12-18 22:31:22,2014-12-18 22:36:11,4.82,2.6869,33.47,52.2,3,1,3,1,3,24.760465,513.35,1,0,0,0,0,OTHER,WORK
3233836,3,13,3,1,2014-12-19 07:09:32,2014-12-19 07:15:36,6.07,3.3356,32.99,46.6,3,1,3,1,3,6269.319557,3.98,1,0,0,0,0,OTHER,OTHER
3233836,3,14,3,2,2014-12-19 07:19:35,2014-12-19 07:22:38,3.05,1.0506,20.67,29.8,3,1,3,1,3,25.426441,0.18,1,0,0,0,0,OTHER,OTHER
3233836,3,15,3,3,2014-12-19 07:22:49,2014-12-19 07:24:47,1.97,0.4572,13.95,27.3,3,1,3,1,3,14.796591,896.25,1,0,0,0,0,OTHER,HOME
3233836,3,16,3,4,2014-12-19 22:21:02,2014-12-19 22:29:33,8.52,3.1205,21.98,51.6,3,1,3,1,3,1482.828561,3.15,1,0,0,0,0,HOME,OTHER
3233836,3,17,3,5,2014-12-19 22:32:42,2014-12-19 22:37:33,4.85,2.708,33.5,53.4,3,1,3,1,3,11.314715,519.0,1,0,0,0,0,OTHER,WORK
