"Mean speed","Mean acceleration","Median speed","Max acceleration"
0.0594797788618,0.015890322101,0.089408,0.0596053333333
0.0612330031612,0.0148135187878,0.0521546666667,0.0645724444444
0.0968586666667,0.024125968254,0.0968586666667,0.0645724444444
0.0494998314176,0.0154138130511,0.0,0.0645724444444
0.0684179498208,0.0218699434092,0.089408,0.0943751111111
0.0270526033223,0.0114301446053,0.0,0.178816
0.0494909916177,0.0126444400381,0.011176,0.0645724444444
0.0523618553253,0.0181334482586,0.022352,0.0645724444444
0.0309513111111,0.0124674488889,0.0,0.0347697777778
0.0380588108108,0.0112449876543,0.0,0.0645724444444
0.031190989648,0.00865317764322,0.0,0.0298026666667
0.0371166238532,0.0116014238683,0.0,0.124177777778
0.057030961194,0.0199257174644,0.039116,0.0645724444444
0.0297810913771,0.0129731059812,0.0,0.0347697777778
0.0523670385578,0.0173431985606,0.02324608,0.0645724444444
0.0256562086957,0.00837184,0.0,0.0298026666667
0.0631549073504,0.0206920503551,0.089408,0.0645724444444
0.0298026666667,0.0115899259259,0.0,0.0347697777778
0.0398359480848,0.0137284656498,0.0,0.0645724444444
0.0753345185185,0.025711452381,0.067056,0.0645724444444
0.0688045573574,0.0196062724573,0.089408,0.0943751111111
0.0431540532868,0.014671419076,0.0,0.0645724444444
0.120116828829,0.0263044176955,0.104309333333,0.0844408888889
0.0555739904762,0.019242400071,0.039116,0.124177777778
0.0301948798638,0.0110751875214,0.0,0.0471875555556
0.0767991794872,0.0270086666667,0.104309333333,0.0645724444444
0.045577125,0.0139925322581,0.0,0.0347697777778
0.0328834529557,0.0113816308407,0.0,0.0596053333333
0.0641231961071,0.0188661707071,0.089408,0.124177777778
0.0281896357388,0.0107932361111,0.0,0.0645724444444
0.0513682759382,0.0186625109888,0.0,0.0943751111111
0.0412790967742,0.0164225111111,0.0,0.0695395555556
0.0619160092779,0.0247861981612,0.0298026666667,0.0943751111111
0.0652984441264,0.0191327021729,0.0347697777778,0.0682977777778
0.0542408533333,0.0142804444444,0.0,0.0347697777778
0.0295957037037,0.0133709733959,0.0,0.0372533333333
0.037055534782,0.0114058030637,0.0,0.0298026666667
0.0440630824373,0.0135960445997,0.0,0.0645724444444
0.0355547897436,0.0133184837916,0.0,0.0347697777778
0.0981004444444,0.0276974652778,0.089408,0.124177777778
0.0740898461538,0.0183632592593,0.089408,0.0347697777778
0.139724581847,0.0371733356291,0.089408,0.213585777778
0.0428156413793,0.0128013972282,0.0,0.0645724444444
0.0502332581197,0.015737703965,0.0,0.0943751111111
0.0320951794872,0.0128317037037,0.0,0.0347697777778
0.0317688148148,0.0108462132226,0.0,0.0943751111111
0.0880006518519,0.0282824744268,0.089408,0.0645724444444
0.0772824052288,0.0190489547325,0.089408,0.0943751111111
0.106410803419,0.0329635555556,0.089408,0.119210666667
0.0608615503876,0.0203581335979,0.089408,0.0943751111111
0.0417265555556,0.0153305695168,0.0,0.0347697777778
0.0630885648584,0.0187492859642,0.089408,0.124177777778
0.0641405217391,0.0186676043956,0.089408,0.0943751111111
