"Mean speed","Mean acceleration","Median speed","Max acceleration"
0.0452454490149,0.0142659799872,0.0,0.0645724444444
0.0904163609023,0.0243560965031,0.089408,0.0596053333333
0.0441542723491,0.0127648225568,0.0,0.0645724444444
0.0385681568627,0.022352,0.0,0.044704
0.0612535111111,0.0137714007875,0.089408,0.0645724444444
0.0995759686275,0.0388330251852,0.089408,0.153980444444
0.0416789172932,0.0161797168052,0.0,0.0943751111111
0.0597450333333,0.014804394552,0.08382,0.0645724444444
0.0897184444444,0.0206046412698,0.089408,0.0645724444444
0.078632659887,0.023839128861,0.089408,0.089408
0.0586927994181,0.0194753503992,0.089408,0.0645724444444
0.039267965812,0.0119743242956,0.0,0.0596053333333
0.0323426666667,0.0138705328863,0.0,0.0347697777778
0.063157735,0.0198186921223,0.0291253333333,0.0943751111111
0.0526927053898,0.0161812710941,0.0191588571429,0.0943751111111
0.0369661112181,0.0131925414216,0.0,0.0645724444444
0.0239853718338,0.0131572795821,0.0,0.0347697777778
0.0649074515263,0.0195350873252,0.0437726666667,0.0943751111111
0.0363767843137,0.014430962963,0.0,0.0645724444444
0.038588426256,0.0119762684818,0.0,0.0645724444444
0.0255451428571,0.00917005128205,0.0,0.0298026666667
0.0894706106443,0.0249572411842,0.089408,0.089408
0.12573,0.0377500444444,0.104309333333,0.0943751111111
0.0934209509804,0.0271341971202,0.089408,0.124177777778
0.082754563555,0.0252006818154,0.089408,0.124177777778
0.0573927350029,0.0186071023731,0.089408,0.089408
0.0284056666667,0.010718502924,0.0,0.0645724444444
0.0329494776471,0.0140009951675,0.0,0.0645724444444
0.0298026666667,0.0115899259259,0.0,0.0347697777778
0.0400311080139,0.0150524675516,0.0,0.0645724444444
0.0643385225336,0.0190264612236,0.089408,0.0943751111111
0.0401213572268,0.0137148299681,0.0,0.0968586666667
0.0441603612403,0.0147681993078,0.0,0.0645724444444
0.0520026122449,0.0173797148148,0.089408,0.0645724444444
0.105165731801,0.0315498191214,0.089408,0.124177777778
0.0762141111111,0.0205421749409,0.089408,0.0596053333333
0.0290576,0.00637678231293,0.0,0.0347697777778
0.0616685948718,0.015256822658,0.089408,0.0484293333333
0.0617784444444,0.0163984655258,0.089408,0.0645724444444
0.0458013850129,0.0180426430556,0.0,0.0943751111111
0.0221476568214,0.00850959792844,0.0,0.0347697777778
0.0520842374793,0.0175237784621,0.0,0.124177777778
0.0353601562703,0.0109321350122,0.0,0.0645724444444
0.0847822862012,0.0241617713622,0.089408,0.0943751111111
0.0580319006211,0.0155936417234,0.0745066666667,0.0368985396825
0.0254516796537,0.00838367067134,0.0,0.0596053333333
0.0329169485714,0.0130039818673,0.0,0.0943751111111
0.0324846890462,0.0114137639293,0.0,0.0347697777778
0.036448854023,0.0132696413513,0.0,0.0943751111111
0.0418718752437,0.0145810335097,0.0,0.0943751111111
0.0734678717949,0.017669462963,0.089408,0.0596053333333
0.0585874199623,0.0226853977321,0.0,0.0936977777778
0.060452,0.0187265798212,0.089408,0.0943751111111
0.0407125714286,0.0186266666667,0.0,0.0347697777778
0.048580675,0.0156794166797,0.0,0.0645724444444
0.0459457777778,0.0186198437118,0.0,0.0347697777778
0.0539432333981,0.015432142345,0.0260773333333,0.089408
0.0437578835979,0.0135994695341,0.0,0.0645724444444
0.044488500391,0.0137703405418,0.0,0.0645724444444
0.059947857037,0.0211595649587,0.06985,0.0645724444444
0.0791107965812,0.0194557167251,0.089408,0.0596053333333
0.0551666382979,0.0193521497411,0.0,0.0943751111111
0.0382916853333,0.00991689068852,0.0,0.0496711111111
0.052022699139,0.015807125904,0.089408,0.0645724444444
0.0510202030178,0.0152738666667,0.0,0.0645724444444
0.0513192078488,0.0161322956672,0.044704,0.0695395555556
0.049758535833,0.0186753144927,0.0,0.124177777778
0.0256944008758,0.0101506453734,0.0,0.0596053333333
0.0732028,0.0234154712251,0.089408,0.0645724444444
0.0370320264026,0.0126195666667,0.0,0.0645724444444
0.0420545741307,0.0125377592109,0.0,0.0347697777778
0.0416996688725,0.0145661386825,0.0,0.0645724444444
0.0579444592608,0.018304210697,0.089408,0.0943751111111
