sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3206386,1,1,1,1,2014-12-03 10:12:00,2014-12-03 10:26:23,14.38,3.8811,16.19,42.3,4,1,4,1,4,,96.67,1,0,0,0,0,HOME,OTHER
3206386,1,2,1,2,2014-12-03 12:03:03,2014-12-03 12:05:58,2.92,1.2581,25.88,46.0,4,1,4,1,4,34.834644,8.88,1,0,0,0,0,OTHER,OTHER
3206386,1,3,1,3,2014-12-03 12:14:51,2014-12-03 12:31:09,16.3,7.8168,28.77,52.2,4,2,"4,1",2,"1,4",13.892383,191.6,1,0,0,0,0,OTHER,OTHER
3206386,1,4,1,4,2014-12-03 15:42:45,2014-12-03 15:59:29,16.73,9.422,33.78,73.3,4,2,"1,4",2,"1,4",7.858345,1153.4,1,0,0,0,0,OTHER,HOME
3206386,1,5,2,1,2014-12-04 11:12:53,2014-12-04 11:15:53,3.0,1.0313,20.63,37.3,3,1,3,1,3,47.417535,11.63,1,0,0,0,0,HOME,OTHER
3206386,1,6,2,2,2014-12-04 11:27:31,2014-12-04 11:38:13,10.7,3.0971,17.37,46.6,3,2,"3,1",2,"1,3",21.942819,20.12,1,0,0,0,0,OTHER,OTHER
3206386,1,7,2,3,2014-12-04 11:58:20,2014-12-04 11:59:46,1.43,0.0559,2.34,2.5,1,1,1,1,1,44.365792,11.1,1,0,0,0,0,OTHER,OTHER
3206386,1,8,2,4,2014-12-04 12:10:52,2014-12-04 12:28:24,17.53,3.5578,12.18,49.1,3,3,"1,3,1",2,"1,3",4.690489,86.98,1,0,0,0,0,OTHER,OTHER
3206386,1,9,2,5,2014-12-04 13:55:23,2014-12-04 14:07:26,12.05,3.2884,16.37,47.8,3,2,"1,3",2,"1,3",194.855785,1441.1,1,0,0,0,0,OTHER,HOME
3206386,1,10,3,1,2014-12-05 14:08:32,2014-12-05 14:30:46,22.23,11.3474,30.62,73.9,3,1,3,1,3,3841.990309,61.37,1,0,0,0,0,OTHER,OTHER
3206386,1,11,3,2,2014-12-05 15:32:08,2014-12-05 15:40:04,7.93,3.6335,27.48,53.4,3,1,3,1,3,22.629098,38.88,1,0,0,0,0,OTHER,OTHER
3206386,1,12,3,3,2014-12-05 16:18:57,2014-12-05 16:34:24,15.45,8.7919,34.14,67.1,3,1,3,1,3,30.09075,0.0,1,0,0,0,0,OTHER,HOME
