sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3227702,2,1,1,1,2014-11-26 07:11:15,2014-11-26 07:18:21,7.1,2.7845,23.53,62.8,3,1,3,1,3,,3.87,1,0,0,0,0,HOME,OTHER
3227702,2,2,1,2,2014-11-26 07:22:13,2014-11-26 07:24:54,2.68,0.6752,15.1,51.0,3,1,3,1,3,39.414647,9.25,1,0,0,0,0,OTHER,OTHER
3227702,2,3,1,3,2014-11-26 07:34:09,2014-11-26 07:37:22,3.22,0.7502,13.99,51.6,3,1,3,1,3,16.081677,2.08,1,0,0,0,0,OTHER,OTHER
3227702,2,4,1,4,2014-11-26 07:39:27,2014-11-26 07:40:03,0.6,0.0728,7.28,12.4,3,1,3,1,3,26.010701,1.93,1,0,0,1,0,OTHER,OTHER
3227702,2,5,1,5,2014-11-26 07:41:59,2014-11-26 07:47:41,5.7,2.6913,28.33,60.3,3,1,3,1,3,54.993665,6.15,1,0,0,0,0,OTHER,HOME
3227702,2,6,1,6,2014-11-26 07:53:50,2014-11-26 07:59:52,6.03,2.3964,23.83,54.1,3,1,3,1,3,4.686024,62.12,1,0,0,0,0,HOME,OTHER
3227702,2,7,1,7,2014-11-26 09:01:59,2014-11-26 09:07:29,5.5,2.3142,25.25,53.4,3,1,3,1,3,17.039617,84.5,1,0,0,0,0,OTHER,HOME
3227702,2,8,1,8,2014-11-26 10:31:59,2014-11-26 10:40:29,8.5,2.9142,20.57,55.9,3,2,"3,1",2,"1,3",8.851492,4.1,1,0,0,0,0,HOME,OTHER
3227702,2,9,1,9,2014-11-26 10:44:35,2014-11-26 10:45:26,0.85,0.034,2.4,3.1,1,1,1,1,1,17.705058,8.8,1,0,0,0,0,OTHER,OTHER
3227702,2,10,1,10,2014-11-26 10:54:14,2014-11-26 10:55:06,0.87,0.0354,2.45,1.9,1,1,1,1,1,36.880318,1.83,1,0,0,0,0,OTHER,OTHER
3227702,2,11,1,11,2014-11-26 10:56:56,2014-11-26 11:00:38,3.7,0.6358,10.31,41.0,3,2,"1,3",2,"1,3",20.974247,2.62,1,0,0,0,0,OTHER,OTHER
3227702,2,12,1,12,2014-11-26 11:03:15,2014-11-26 11:16:13,12.97,4.037,18.68,49.7,3,2,"3,1",2,"1,3",62.91684,112.98,1,0,0,0,0,OTHER,OTHER
3227702,2,13,1,13,2014-11-26 13:09:12,2014-11-26 13:22:29,13.28,4.9383,22.31,55.9,3,3,"1,3,1",2,"1,3",7.281033,3.32,1,0,0,0,0,OTHER,OTHER
3227702,2,14,1,14,2014-11-26 13:25:48,2014-11-26 13:30:19,4.52,1.6284,21.63,60.9,3,2,"1,3",2,"1,3",6.933747,25.53,1,0,0,0,0,OTHER,HOME
3227702,2,15,1,15,2014-11-26 13:55:51,2014-11-26 14:00:59,5.13,2.7678,32.35,67.1,3,1,3,1,3,12.41378,1.02,1,0,0,0,0,HOME,OTHER
3227702,2,16,1,16,2014-11-26 14:02:00,2014-11-26 14:05:35,3.58,0.9716,16.27,50.3,3,2,"3,1",2,"1,3",13.868397,2.8,1,0,0,0,0,OTHER,WORK
3227702,2,17,1,17,2014-11-26 14:08:23,2014-11-26 14:09:21,0.97,0.0386,2.39,3.7,1,1,1,1,1,113.131299,14.7,1,0,0,1,0,WORK,WORK
3227702,2,18,1,18,2014-11-26 14:24:03,2014-11-26 14:47:47,23.73,9.8687,24.95,62.8,3,1,3,1,3,3130.10624,46.17,1,0,0,0,0,OTHER,OTHER
3227702,2,19,1,19,2014-11-26 15:33:57,2014-11-26 15:55:55,21.97,10.8161,29.54,65.2,3,1,3,1,3,24.820171,9.2,1,0,0,0,0,OTHER,WORK
3227702,2,20,1,20,2014-11-26 16:05:07,2014-11-26 16:12:42,7.58,2.7349,21.64,52.8,3,2,"1,3",2,"1,3",76.871863,20.18,1,0,0,0,0,WORK,HOME
3227702,2,21,1,21,2014-11-26 16:32:53,2014-11-26 16:33:56,1.05,0.3582,20.47,47.8,3,1,3,1,3,120.174657,1.47,1,0,0,0,0,HOME,OTHER
3227702,2,22,1,22,2014-11-26 16:35:24,2014-11-26 16:36:21,0.95,0.2864,18.09,41.0,3,1,3,1,3,40.381617,6.3,1,0,0,0,0,OTHER,HOME
3227702,2,23,1,23,2014-11-26 16:42:39,2014-11-26 16:48:51,6.2,1.6071,15.55,49.7,3,1,3,1,3,27.534712,6.72,1,0,0,0,0,HOME,OTHER
3227702,2,24,1,24,2014-11-26 16:55:34,2014-11-26 17:01:56,6.37,2.2017,20.75,60.3,3,1,3,1,3,21.694567,0.0,1,0,0,0,0,OTHER,OTHER
