sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3198775,1,1,1,1,2014-11-25 06:13:37,2014-11-25 07:39:41,86.07,85.1226,59.34,82.0,3,2,"3,1",2,"1,3",,42.73,1,0,0,0,0,HOME,OTHER
3198775,1,2,1,2,2014-11-25 08:22:25,2014-11-25 10:05:53,103.47,81.2496,47.12,80.8,3,3,"1,3,1",2,"1,3",21.750218,4.68,2,0,0,0,0,OTHER,OTHER
3198775,1,3,1,3,2014-11-25 10:10:34,2014-11-25 11:02:08,51.57,12.9421,15.06,32.3,3,2,"1,3",2,"1,3",56.408373,3.53,4,0,0,1,0,OTHER,OTHER
3198775,1,4,1,4,2014-11-25 11:05:40,2014-11-25 12:19:43,74.05,48.2137,39.07,73.9,3,1,3,1,3,16.280099,64.65,4,0,0,0,0,OTHER,OTHER
3198775,1,5,1,5,2014-11-25 13:24:22,2014-11-25 15:23:32,119.17,122.8519,61.86,84.5,3,2,"1,3",2,"1,3",19.117374,926.47,3,0,0,0,0,OTHER,HOME
3198775,1,6,2,1,2014-11-26 06:50:00,2014-11-26 06:59:52,9.87,4.0434,24.59,57.8,3,1,3,1,3,4.683408,2.95,1,0,0,0,0,HOME,OTHER
3198775,1,7,2,2,2014-11-26 07:02:49,2014-11-26 07:05:06,2.28,0.2293,6.03,21.1,3,2,"3,1",2,"1,3",6.929201,57.97,1,0,0,0,0,OTHER,OTHER
3198775,1,8,2,3,2014-11-26 08:03:04,2014-11-26 08:15:25,12.35,4.355,21.16,52.8,3,2,"1,3",2,"1,3",62.159555,287.07,1,0,0,0,0,OTHER,HOME
3198775,1,9,2,4,2014-11-26 13:02:29,2014-11-26 13:11:04,8.58,4.0368,28.22,59.0,3,1,3,1,3,4.683408,0.23,1,0,0,0,0,HOME,OTHER
3198775,1,10,2,5,2014-11-26 13:11:18,2014-11-26 13:13:42,2.4,0.6013,15.03,42.9,3,1,3,1,3,22.041342,24.08,1,0,0,0,0,OTHER,OTHER
3198775,1,11,2,6,2014-11-26 13:37:47,2014-11-26 13:40:43,2.93,0.5817,11.9,41.0,3,1,3,1,3,34.074802,0.4,1,0,0,0,0,OTHER,OTHER
3198775,1,12,2,7,2014-11-26 13:41:07,2014-11-26 13:55:54,14.78,4.3732,17.75,51.6,3,1,3,1,3,14.562213,47.43,1,0,0,0,0,OTHER,HOME
3198775,1,13,2,8,2014-11-26 14:43:20,2014-11-26 15:04:30,21.17,9.5388,27.04,57.8,3,1,3,1,3,14.562319,52.65,1,0,0,0,0,HOME,OTHER
3198775,1,14,2,9,2014-11-26 15:57:09,2014-11-26 16:06:27,9.3,5.208,33.6,74.6,3,1,3,1,3,12.413658,19.47,1,0,0,0,0,OTHER,OTHER
3198775,1,15,2,10,2014-11-26 16:25:55,2014-11-26 16:36:04,10.15,4.8997,28.96,70.2,3,1,3,1,3,15.712941,216.9,1,0,0,0,0,OTHER,OTHER
3198775,1,16,2,11,2014-11-26 20:12:58,2014-11-26 20:34:26,21.47,10.2169,28.56,52.2,3,1,3,1,3,28.083606,791.6,1,0,0,0,0,OTHER,HOME
3198775,1,17,3,1,2014-11-27 09:46:02,2014-11-27 10:06:18,20.27,9.5361,28.23,52.8,3,1,3,1,3,22.90325,94.67,1,0,0,0,0,HOME,OTHER
3198775,1,18,3,2,2014-11-27 11:40:58,2014-11-27 11:51:32,10.57,5.2178,29.63,70.2,3,1,3,1,3,38.27021,74.6,1,0,0,0,0,OTHER,OTHER
3198775,1,19,3,3,2014-11-27 13:06:08,2014-11-27 13:08:38,2.5,0.6556,15.73,35.4,3,1,3,1,3,37.493075,0.1,1,0,0,0,0,OTHER,OTHER
3198775,1,20,3,4,2014-11-27 13:08:44,2014-11-27 13:11:20,2.6,0.6428,14.83,27.3,3,1,3,1,3,18.440199,160.52,1,0,0,0,0,OTHER,OTHER
3198775,1,21,3,5,2014-11-27 15:51:51,2014-11-27 16:03:28,11.62,5.2458,27.09,62.8,3,1,3,1,3,11.313274,242.63,1,0,0,0,0,OTHER,OTHER
3198775,1,22,3,6,2014-11-27 20:06:06,2014-11-27 20:27:36,21.5,9.5545,26.66,54.1,3,1,3,1,3,22.92211,0.0,1,0,0,0,0,OTHER,HOME
