sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3231915,1,1,1,1,2014-12-10 08:17:39,2014-12-10 08:26:44,9.08,5.0141,33.12,55.3,3,1,3,1,3,,485.23,1,0,0,0,0,HOME,WORK
3231915,1,2,1,2,2014-12-10 16:31:58,2014-12-10 16:41:32,9.57,4.2125,26.42,59.0,3,1,3,1,3,9.376887,59.95,1,0,0,0,0,WORK,OTHER
3231915,1,3,1,3,2014-12-10 17:41:29,2014-12-10 17:46:34,5.08,1.0727,12.66,42.3,3,1,3,1,3,282.126471,880.33,1,0,0,0,0,OTHER,HOME
3231915,1,4,2,1,2014-12-11 08:26:54,2014-12-11 08:38:20,11.43,4.9629,26.04,59.0,3,1,3,1,3,6.938857,511.03,1,0,0,0,0,HOME,WORK
3231915,1,5,2,2,2014-12-11 17:09:22,2014-12-11 17:24:15,14.88,5.4395,21.93,56.5,3,1,3,1,3,17.047099,4.22,1,0,0,0,0,WORK,HOME
3231915,1,6,2,3,2014-12-11 17:28:28,2014-12-11 17:32:05,3.62,1.1172,18.53,41.0,3,1,3,1,3,80.578806,25.4,1,0,0,0,0,HOME,OTHER
3231915,1,7,2,4,2014-12-11 17:57:29,2014-12-11 18:00:23,2.9,1.1117,23.0,37.9,3,1,3,1,3,14.064104,858.5,1,0,0,0,0,OTHER,HOME
3231915,1,8,3,1,2014-12-12 08:18:53,2014-12-12 08:29:09,10.27,5.0186,29.33,53.4,3,1,3,1,3,26.030633,206.25,1,0,0,0,0,HOME,WORK
3231915,1,9,3,2,2014-12-12 11:55:24,2014-12-12 12:05:03,9.65,3.164,19.67,45.4,3,2,"3,1",2,"1,3",29.45515,52.8,1,0,0,0,0,WORK,OTHER
3231915,1,10,3,3,2014-12-12 12:57:51,2014-12-12 13:10:34,12.72,3.1389,14.81,41.0,3,2,"1,3",2,"1,3",24.833509,203.8,1,0,0,0,0,OTHER,WORK
3231915,1,11,3,4,2014-12-12 16:34:22,2014-12-12 16:43:44,9.37,4.1095,26.32,59.0,3,1,3,1,3,44.46569,23.87,1,0,0,0,0,WORK,OTHER
3231915,1,12,3,5,2014-12-12 17:07:36,2014-12-12 17:08:24,0.8,0.0437,3.28,3.1,1,1,1,1,1,78.57266,11.28,1,0,0,0,0,OTHER,OTHER
3231915,1,13,3,6,2014-12-12 17:19:41,2014-12-12 17:23:26,3.75,0.8954,14.33,48.5,3,2,"1,3",2,"1,3",110.675992,0.0,1,0,0,0,0,OTHER,HOME
