sampno,persons_count,persons_count_gps,travel_day1,gps_trips_td,gps_trips_23,diary_trips_td,gps_complete,diary_complete,gps_diary_complete
3231915,2,2,2014-12-10 00:00:00,5,16,5,1,1,1
