sampno,perno,gpstripid,gpstravdayid,localid,time_local,gpsspeed
3205715,1,1,1,1,2014-12-08 08:42:28,21.5
3205715,1,1,1,2,2014-12-08 08:42:31,27.3
3205715,1,1,1,3,2014-12-08 08:42:34,34.2
3205715,1,1,1,4,2014-12-08 08:42:37,34.8
3205715,1,1,1,5,2014-12-08 08:42:40,33.6
3205715,1,1,1,6,2014-12-08 08:42:43,27.3
3205715,1,1,1,7,2014-12-08 08:42:46,13.0
3205715,1,1,1,8,2014-12-08 08:42:49,9.3
3205715,1,1,1,9,2014-12-08 08:42:52,19.3
3205715,1,1,1,10,2014-12-08 08:42:55,31.7
3205715,1,1,1,11,2014-12-08 08:42:58,39.1
3205715,1,1,1,12,2014-12-08 08:43:01,39.1
3205715,1,1,1,13,2014-12-08 08:43:04,41.0
3205715,1,1,1,14,2014-12-08 08:43:07,41.0
3205715,1,1,1,15,2014-12-08 08:43:10,34.2
3205715,1,1,1,16,2014-12-08 08:43:13,22.4
3205715,1,1,1,17,2014-12-08 08:43:16,10.6
3205715,1,1,1,18,2014-12-08 08:43:19,5.6
3205715,1,1,1,19,2014-12-08 08:43:22,19.3
3205715,1,1,1,20,2014-12-08 08:43:25,29.2
3205715,1,1,1,21,2014-12-08 08:43:28,33.6
3205715,1,1,1,22,2014-12-08 08:43:31,31.7
3205715,1,1,1,23,2014-12-08 08:43:34,27.3
3205715,1,1,1,24,2014-12-08 08:43:37,9.9
3205715,1,1,1,25,2014-12-08 08:43:47,2.5
3205715,1,1,1,26,2014-12-08 08:43:50,16.8
3205715,1,1,1,27,2014-12-08 08:43:53,29.8
3205715,1,1,1,28,2014-12-08 08:43:56,38.5
3205715,1,1,1,29,2014-12-08 08:43:59,42.9
3205715,1,1,1,30,2014-12-08 08:44:02,45.4
3205715,1,1,1,31,2014-12-08 08:44:05,46.0
3205715,1,1,1,32,2014-12-08 08:44:08,44.1
3205715,1,1,1,33,2014-12-08 08:44:11,44.7
3205715,1,1,1,34,2014-12-08 08:44:14,41.6
