sampno,perno,gpstripid,gpstravdayid,gpstravdaytripid,start_time,end_time,duration_min,distance_miles,avg_speed_mph,max_speed_mph,travel_mode,nbstages,travmodelist,numuniqmodes,uniqmodelist,distfromlastdest,gaptime,tripareatype,workrelated,no_transport,onsite,looptrip,origin_loc_type,destination_loc_type
3237480,1,1,1,1,2014-12-04 10:50:34,2014-12-04 11:02:38,12.07,5.4538,27.12,69.6,3,1,3,1,3,,36.33,1,0,0,0,0,OTHER,OTHER
3237480,1,2,1,2,2014-12-04 11:38:58,2014-12-04 11:42:54,3.93,0.5366,8.18,32.9,3,2,"3,1",2,"1,3",19.171982,4.43,1,0,0,0,0,OTHER,OTHER
3237480,1,3,1,3,2014-12-04 11:47:20,2014-12-04 11:47:44,0.4,0.0188,2.82,2.5,1,1,1,1,1,14.067803,7.05,1,0,0,0,0,OTHER,OTHER
3237480,1,4,1,4,2014-12-04 11:54:47,2014-12-04 11:56:31,1.73,0.0695,2.41,2.5,1,1,1,1,1,32.190675,56.83,1,0,0,0,0,OTHER,OTHER
3237480,1,5,1,5,2014-12-04 12:53:21,2014-12-04 12:54:13,0.87,0.0358,2.48,3.1,1,1,1,1,1,91.33032,1.02,1,0,0,0,0,OTHER,OTHER
3237480,1,6,1,6,2014-12-04 12:55:14,2014-12-04 12:59:05,3.85,0.3145,4.9,21.7,3,2,"3,1",2,"1,3",18.202127,143.77,1,0,0,0,0,OTHER,OTHER
3237480,1,7,1,7,2014-12-04 15:22:51,2014-12-04 15:23:23,0.53,0.035,3.94,3.1,1,1,1,1,1,334.232389,1.68,1,0,0,0,0,OTHER,OTHER
3237480,1,8,1,8,2014-12-04 15:25:04,2014-12-04 15:29:50,4.77,0.4423,5.57,32.3,3,1,3,1,3,80.988047,11.22,1,0,0,0,0,OTHER,OTHER
3237480,1,9,1,9,2014-12-04 15:41:03,2014-12-04 15:54:35,13.53,5.6386,25.0,73.3,3,1,3,1,3,2.955696,1305.2,1,0,0,0,0,OTHER,HOME
3237480,1,10,2,1,2014-12-05 13:39:47,2014-12-05 13:42:39,2.87,0.8525,17.84,44.7,3,1,3,1,3,14.071767,2.32,1,0,0,0,0,HOME,OTHER
3237480,1,11,2,2,2014-12-05 13:44:58,2014-12-05 13:51:23,6.42,1.9831,18.54,45.4,3,1,3,1,3,73.0478,17.88,1,0,0,0,0,OTHER,OTHER
3237480,1,12,2,3,2014-12-05 14:09:16,2014-12-05 14:20:36,11.33,4.3656,23.11,65.2,3,1,3,1,3,2.956713,6.75,1,0,0,0,0,OTHER,OTHER
3237480,1,13,2,4,2014-12-05 14:27:21,2014-12-05 14:28:27,1.1,0.2283,12.45,23.6,3,1,3,1,3,16.474649,4.32,1,0,0,0,0,OTHER,OTHER
3237480,1,14,2,5,2014-12-05 14:32:46,2014-12-05 15:09:00,36.23,12.7882,21.18,75.8,3,1,3,1,3,14.777895,5.03,1,0,0,0,0,OTHER,OTHER
3237480,1,15,2,6,2014-12-05 15:14:02,2014-12-05 15:21:32,7.5,0.3941,3.15,3.7,1,1,1,1,1,209.694817,520.48,1,0,0,0,0,OTHER,OTHER
3237480,1,16,2,7,2014-12-06 00:02:01,2014-12-06 00:11:20,9.32,0.3787,2.44,3.7,1,1,1,1,1,85.684253,31.45,1,0,0,0,0,OTHER,OTHER
3237480,1,17,2,8,2014-12-06 00:42:47,2014-12-06 01:04:14,21.45,18.3412,51.3,71.5,3,1,3,1,3,397.455339,589.28,1,0,0,0,0,OTHER,HOME
3237480,1,18,3,1,2014-12-06 10:53:31,2014-12-06 11:03:51,10.33,4.7703,27.7,60.9,3,1,3,1,3,21.709402,0.18,1,0,0,0,0,HOME,OTHER
3237480,1,19,3,2,2014-12-06 11:04:02,2014-12-06 11:10:29,6.45,1.5218,14.16,48.5,3,1,3,1,3,16.482791,23.35,1,0,0,0,0,OTHER,OTHER
3237480,1,20,3,3,2014-12-06 11:33:50,2014-12-06 12:04:18,30.47,15.9333,31.38,74.6,3,2,"3,1",2,"1,3",10.921222,561.0,1,0,0,0,0,OTHER,OTHER
3237480,1,21,3,4,2014-12-06 21:25:18,2014-12-06 21:35:09,9.85,5.6966,34.7,73.3,3,1,3,1,3,49676.277914,0.0,1,0,0,0,0,OTHER,HOME
