sampno,perno,gpstripid,gpstravdayid,localid,time_local,gpsspeed
3258539,1,1,1,15,2014-12-15 09:12:31,2.5
3258539,1,1,1,16,2014-12-15 09:12:35,1.2
3258539,1,1,1,17,2014-12-15 09:12:38,6.2
3258539,1,1,1,18,2014-12-15 09:12:41,6.8
3258539,1,1,1,19,2014-12-15 09:12:44,1.9
3258539,1,1,1,20,2014-12-15 09:13:08,3.7
3258539,1,1,1,21,2014-12-15 09:13:11,16.8
3258539,1,1,1,22,2014-12-15 09:13:14,26.7
3258539,1,1,1,23,2014-12-15 09:13:17,35.4
3258539,1,1,1,24,2014-12-15 09:13:20,40.4
3258539,1,1,1,25,2014-12-15 09:13:23,42.9
3258539,1,1,1,26,2014-12-15 09:13:26,41.6
3258539,1,1,1,27,2014-12-15 09:13:29,41.6
3258539,1,1,1,28,2014-12-15 09:13:32,40.4
3258539,1,1,1,29,2014-12-15 09:13:35,38.5
3258539,1,1,1,30,2014-12-15 09:13:38,37.9
3258539,1,1,1,31,2014-12-15 09:13:41,26.7
3258539,1,1,1,32,2014-12-15 09:13:44,13.0
3258539,1,1,1,33,2014-12-15 09:14:26,1.2
3258539,1,1,1,34,2014-12-15 09:14:29,18.6
3258539,1,1,1,35,2014-12-15 09:14:32,28.6
3258539,1,1,1,36,2014-12-15 09:14:35,36.7
3258539,1,1,1,37,2014-12-15 09:14:38,41.0
3258539,1,1,1,38,2014-12-15 09:14:41,44.1
3258539,1,1,1,39,2014-12-15 09:14:44,46.0
3258539,1,1,1,40,2014-12-15 09:14:47,46.0
3258539,1,1,1,41,2014-12-15 09:14:50,47.8
3258539,1,1,1,42,2014-12-15 09:14:53,48.5
3258539,1,1,1,43,2014-12-15 09:14:56,46.6
3258539,1,1,1,44,2014-12-15 09:14:59,47.8
3258539,1,1,1,45,2014-12-15 09:15:02,46.0
3258539,1,1,1,46,2014-12-15 09:15:05,42.3
3258539,1,1,1,47,2014-12-15 09:15:08,38.5
3258539,1,1,1,48,2014-12-15 09:15:11,29.2
3258539,1,1,1,49,2014-12-15 09:15:14,9.9
3258539,1,1,1,50,2014-12-15 09:15:17,8.7
3258539,1,1,1,51,2014-12-15 09:15:20,23.6
3258539,1,1,1,52,2014-12-15 09:15:23,32.9
3258539,1,1,1,53,2014-12-15 09:15:26,37.9
3258539,1,1,1,54,2014-12-15 09:15:29,41.6
3258539,1,1,1,55,2014-12-15 09:15:32,42.9
3258539,1,1,1,56,2014-12-15 09:15:35,44.7
3258539,1,1,1,57,2014-12-15 09:15:38,44.7
3258539,1,1,1,58,2014-12-15 09:15:41,46.0
3258539,1,1,1,59,2014-12-15 09:15:44,46.6
3258539,1,1,1,60,2014-12-15 09:15:47,48.5
3258539,1,1,1,61,2014-12-15 09:15:50,47.8
3258539,1,1,1,62,2014-12-15 09:15:53,44.1
3258539,1,1,1,63,2014-12-15 09:15:56,40.4
3258539,1,1,1,64,2014-12-15 09:15:59,36.0
3258539,1,1,1,65,2014-12-15 09:16:02,23.6
3258539,1,1,1,66,2014-12-15 09:16:05,5.6
3258539,1,1,1,67,2014-12-15 09:16:08,12.4
3258539,1,1,1,68,2014-12-15 09:16:11,25.5
3258539,1,1,1,69,2014-12-15 09:16:14,34.2
3258539,1,1,1,70,2014-12-15 09:16:17,38.5
3258539,1,1,1,71,2014-12-15 09:16:20,42.3
3258539,1,1,1,72,2014-12-15 09:16:23,41.6
3258539,1,1,1,73,2014-12-15 09:16:26,42.9
3258539,1,1,1,74,2014-12-15 09:16:29,44.7
3258539,1,1,1,75,2014-12-15 09:16:32,46.0
3258539,1,1,1,76,2014-12-15 09:16:35,46.6
3258539,1,1,1,77,2014-12-15 09:16:38,45.4
3258539,1,1,1,78,2014-12-15 09:16:41,44.7
3258539,1,1,1,79,2014-12-15 09:16:44,41.0
3258539,1,1,1,80,2014-12-15 09:16:47,36.7
3258539,1,1,1,81,2014-12-15 09:16:50,28.0
3258539,1,1,1,82,2014-12-15 09:16:53,14.9
3258539,1,1,1,83,2014-12-15 09:16:56,3.1
3258539,1,1,1,84,2014-12-15 09:16:59,6.2
3258539,1,1,1,85,2014-12-15 09:17:02,23.0
3258539,1,1,1,86,2014-12-15 09:17:05,32.3
3258539,1,1,1,87,2014-12-15 09:17:08,37.9
3258539,1,1,1,88,2014-12-15 09:17:11,41.6
3258539,1,1,1,89,2014-12-15 09:17:14,42.9
3258539,1,1,1,90,2014-12-15 09:17:17,44.1
3258539,1,1,1,91,2014-12-15 09:17:20,39.8
3258539,1,1,1,92,2014-12-15 09:17:23,34.2
3258539,1,1,1,93,2014-12-15 09:17:26,34.2
3258539,1,1,1,94,2014-12-15 09:17:29,34.2
3258539,1,1,1,95,2014-12-15 09:17:32,34.8
3258539,1,1,1,96,2014-12-15 09:17:35,34.2
3258539,1,1,1,97,2014-12-15 09:17:38,34.8
3258539,1,1,1,98,2014-12-15 09:17:41,34.8
3258539,1,1,1,99,2014-12-15 09:17:44,35.4
3258539,1,1,1,100,2014-12-15 09:17:47,35.4
3258539,1,1,1,101,2014-12-15 09:17:50,37.3
3258539,1,1,1,102,2014-12-15 09:17:53,37.9
3258539,1,1,1,103,2014-12-15 09:17:56,37.3
3258539,1,1,1,104,2014-12-15 09:17:59,36.0
3258539,1,1,1,105,2014-12-15 09:18:02,36.7
3258539,1,1,1,106,2014-12-15 09:18:05,39.8
3258539,1,1,1,107,2014-12-15 09:18:08,37.9
3258539,1,1,1,108,2014-12-15 09:18:11,37.3
3258539,1,1,1,109,2014-12-15 09:18:14,38.5
3258539,1,1,1,110,2014-12-15 09:18:17,36.7
3258539,1,1,1,111,2014-12-15 09:18:20,36.0
3258539,1,1,1,112,2014-12-15 09:18:23,32.3
3258539,1,1,1,113,2014-12-15 09:18:26,26.7
3258539,1,1,1,114,2014-12-15 09:18:29,13.7
3258539,1,1,1,115,2014-12-15 09:18:35,12.4
3258539,1,1,1,116,2014-12-15 09:18:38,26.7
3258539,1,1,1,117,2014-12-15 09:18:41,36.0
3258539,1,1,1,118,2014-12-15 09:18:44,42.3
3258539,1,1,1,119,2014-12-15 09:18:47,42.9
3258539,1,1,1,120,2014-12-15 09:18:50,42.9
3258539,1,1,1,121,2014-12-15 09:18:53,44.7
3258539,1,1,1,122,2014-12-15 09:18:56,43.5
3258539,1,1,1,123,2014-12-15 09:18:59,39.8
3258539,1,1,1,124,2014-12-15 09:19:02,39.1
3258539,1,1,1,125,2014-12-15 09:19:05,38.5
3258539,1,1,1,126,2014-12-15 09:19:08,39.1
3258539,1,1,1,127,2014-12-15 09:19:11,38.5
3258539,1,1,1,128,2014-12-15 09:19:14,39.1
3258539,1,1,1,129,2014-12-15 09:19:17,35.4
3258539,1,1,1,130,2014-12-15 09:19:20,25.5
3258539,1,1,1,131,2014-12-15 09:19:23,9.3
3258539,1,1,1,132,2014-12-15 09:19:26,1.9
3258539,1,1,1,133,2014-12-15 09:19:29,4.3
3258539,1,1,1,134,2014-12-15 09:19:32,1.9
3258539,1,1,1,135,2014-12-15 09:19:35,13.0
3258539,1,1,1,136,2014-12-15 09:19:38,29.2
3258539,1,1,1,137,2014-12-15 09:19:38,36.8
3258539,1,1,1,138,2014-12-15 09:19:41,37.3
3258539,1,1,1,139,2014-12-15 09:19:44,37.9
3258539,1,1,1,140,2014-12-15 09:19:47,37.9
3258539,1,1,1,141,2014-12-15 09:19:50,39.8
3258539,1,1,1,142,2014-12-15 09:19:53,39.8
3258539,1,1,1,143,2014-12-15 09:19:56,39.1
3258539,1,1,1,144,2014-12-15 09:19:59,40.4
3258539,1,1,1,145,2014-12-15 09:20:02,41.6
3258539,1,1,1,146,2014-12-15 09:20:05,44.7
3258539,1,1,1,147,2014-12-15 09:20:08,33.6
3258539,1,1,1,148,2014-12-15 09:20:11,20.5
3258539,1,1,1,149,2014-12-15 09:20:14,11.8
3258539,1,1,1,150,2014-12-15 09:20:17,1.9
3258539,1,1,1,151,2014-12-15 09:20:27,4.3
3258539,1,1,1,152,2014-12-15 09:20:30,18.0
3258539,1,1,1,153,2014-12-15 09:20:33,26.7
3258539,1,1,1,154,2014-12-15 09:20:36,30.4
3258539,1,1,1,155,2014-12-15 09:20:39,33.6
3258539,1,1,1,156,2014-12-15 09:20:42,32.9
3258539,1,1,1,157,2014-12-15 09:20:45,30.4
3258539,1,1,1,158,2014-12-15 09:20:48,25.5
3258539,1,1,1,159,2014-12-15 09:20:51,14.9
3258539,1,1,1,160,2014-12-15 09:20:54,3.7
3258539,1,1,1,161,2014-12-15 09:21:05,1.2
3258539,1,1,1,162,2014-12-15 09:21:08,15.5
3258539,1,1,1,163,2014-12-15 09:21:11,26.1
3258539,1,1,1,164,2014-12-15 09:21:14,34.2
3258539,1,1,1,165,2014-12-15 09:21:17,26.7
3258539,1,1,1,166,2014-12-15 09:21:20,16.8
3258539,1,1,1,167,2014-12-15 09:21:23,24.2
3258539,1,1,1,168,2014-12-15 09:21:26,35.4
3258539,1,1,1,169,2014-12-15 09:21:29,44.7
3258539,1,1,1,170,2014-12-15 09:21:32,49.7
3258539,1,1,1,171,2014-12-15 09:21:35,51.0
3258539,1,1,1,172,2014-12-15 09:21:38,52.2
3258539,1,1,1,173,2014-12-15 09:21:41,54.7
3258539,1,1,1,174,2014-12-15 09:21:44,56.5
3258539,1,1,1,175,2014-12-15 09:21:47,58.4
3258539,1,1,1,176,2014-12-15 09:21:50,55.9
3258539,1,1,1,177,2014-12-15 09:21:53,55.9
3258539,1,1,1,178,2014-12-15 09:21:56,57.8
3258539,1,1,1,179,2014-12-15 09:21:59,59.7
3258539,1,1,1,180,2014-12-15 09:22:02,61.5
3258539,1,1,1,181,2014-12-15 09:22:05,57.8
3258539,1,1,1,182,2014-12-15 09:22:08,57.2
3258539,1,1,1,183,2014-12-15 09:22:11,56.5
3258539,1,1,1,184,2014-12-15 09:22:14,58.4
3258539,1,1,1,185,2014-12-15 09:22:17,60.3
3258539,1,1,1,186,2014-12-15 09:22:20,62.1
3258539,1,1,1,187,2014-12-15 09:22:23,62.8
3258539,1,1,1,188,2014-12-15 09:22:26,62.8
3258539,1,1,1,189,2014-12-15 09:22:29,62.1
3258539,1,1,1,190,2014-12-15 09:22:32,63.4
3258539,1,1,1,191,2014-12-15 09:22:35,65.9
3258539,1,1,1,192,2014-12-15 09:22:38,68.4
3258539,1,1,1,193,2014-12-15 09:22:41,67.1
3258539,1,1,1,194,2014-12-15 09:22:44,67.1
3258539,1,1,1,195,2014-12-15 09:22:47,67.7
