sampno,persons_count,persons_count_gps,travel_day1,gps_trips_td,gps_trips_23,diary_trips_td,gps_complete,diary_complete,gps_diary_complete
3230414,3,3,2014-12-04 00:00:00,2,17,8,1,1,1
